,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_frisk,reason_for_search,reason_for_stop
184526,34.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement|Informant Tip,Other Motor Vehicle Violation
184529,28.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
184538,32.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
184652,51.0,black,male,False,True,False,False,False,True,False,,Suspicious Movement,Safe Movement Violation
184657,27.0,white,male,False,False,True,False,False,True,True,,Suspicious Movement,Safe Movement Violation
184659,24.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
184666,19.0,black,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
184667,26.0,white,male,True,False,False,True,True,True,True,Informant Tip,Informant Tip,Safe Movement Violation
184682,26.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Equipment Violation
184683,29.0,white,male,False,True,False,True,False,True,True,,Informant Tip,Vehicle Regulatory Violation
184688,39.0,black,female,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Investigation
184702,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
184710,23.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Equipment Violation
184713,25.0,black,male,False,False,True,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
184714,20.0,black,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband|Informant Tip,Vehicle Equipment Violation
184715,26.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Vehicle Equipment Violation
184717,47.0,white,male,False,False,True,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Equipment Violation
184771,25.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Seat Belt Violation
184772,25.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Seat Belt Violation
184776,31.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
184780,25.0,white,male,False,True,False,True,False,True,True,,Informant Tip,Speed Limit Violation
184789,27.0,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
184810,26.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
184821,58.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
184827,20.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
184841,26.0,white,male,True,False,False,True,False,False,True,,Erratic/Suspicious Behavior|Suspicious Movement|Informant Tip,Other Motor Vehicle Violation
184869,55.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
184901,25.0,white,male,False,True,False,False,False,False,True,,Observation of Suspected Contraband|Informant Tip,Speed Limit Violation
184929,43.0,white,female,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
184943,43.0,white,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
184946,40.0,white,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
184998,35.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
184999,22.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
185001,39.0,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185013,19.0,white,female,False,True,False,True,False,False,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
185020,30.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
185022,19.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185047,45.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
185070,18.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Investigation
185072,28.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
185185,22.0,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
185190,21.0,black,female,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185255,38.0,white,female,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
185259,40.0,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185264,44.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
185268,21.0,hispanic,male,False,False,True,False,True,True,False,Suspicious Movement,Suspicious Movement,Speed Limit Violation
185270,29.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185279,18.0,black,female,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband|Informant Tip,Investigation
185283,24.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Other Motor Vehicle Violation
185288,44.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185290,27.0,other,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185297,22.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185303,22.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185312,41.0,white,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
185366,20.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation
185368,22.0,black,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
185405,25.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
185406,23.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
185413,37.0,black,male,True,False,False,True,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
185426,37.0,black,female,True,False,False,True,False,True,True,,Informant Tip,Speed Limit Violation
185430,23.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband|Informant Tip,Other Motor Vehicle Violation
185439,22.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
185448,27.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
185469,25.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Seat Belt Violation
185474,46.0,white,male,False,False,True,False,False,True,True,,Informant Tip,Speed Limit Violation
185509,18.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
185516,37.0,white,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
185519,23.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
185532,20.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
185534,22.0,black,male,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
185555,18.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185560,42.0,hispanic,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Driving While Impaired
185564,37.0,black,female,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
185603,23.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Investigation
185642,29.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
185650,24.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
185654,17.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Other Motor Vehicle Violation
185655,18.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband|Witness Observation,Investigation
185656,24.0,black,female,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Speed Limit Violation
185660,22.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
185696,51.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
185705,21.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
185717,52.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185719,20.0,white,female,False,False,True,False,False,True,True,,Suspicious Movement,Safe Movement Violation
185727,22.0,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
185730,36.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
185787,31.0,white,female,False,True,False,False,False,False,True,,Suspicious Movement,Vehicle Regulatory Violation
185795,27.0,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
185818,53.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Investigation
185825,24.0,black,male,False,False,True,False,False,False,True,,Erratic/Suspicious Behavior|Suspicious Movement|Informant Tip,Vehicle Equipment Violation
185852,25.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
185855,23.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
185893,21.0,hispanic,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Speed Limit Violation
185911,37.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Seat Belt Violation
185919,30.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
185925,27.0,black,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
185931,26.0,white,male,True,False,False,False,False,True,True,,Informant Tip,Safe Movement Violation
185938,29.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
185945,22.0,white,male,True,False,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
185947,37.0,black,male,False,True,False,True,False,True,True,,Informant Tip,Safe Movement Violation
185950,25.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
185974,26.0,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
186003,48.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
186005,28.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband|Informant Tip,Speed Limit Violation
186018,28.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
186019,40.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Seat Belt Violation
186021,22.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Regulatory Violation
186117,24.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband|Informant Tip|Other Official Information,Investigation
186118,34.0,black,female,False,True,False,True,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
186130,20.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Safe Movement Violation
186133,22.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Equipment Violation
186135,73.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
186226,83.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband|Suspicious Movement|Informant Tip,Investigation
186253,23.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
186269,41.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Regulatory Violation
186300,33.0,black,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband|Suspicious Movement,Investigation
186309,54.0,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Speed Limit Violation
186326,45.0,black,male,False,True,False,False,False,True,False,,Suspicious Movement,Speed Limit Violation
186339,24.0,hispanic,male,False,True,False,False,False,True,False,,Informant Tip,Safe Movement Violation
186347,64.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Vehicle Equipment Violation
186380,61.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Equipment Violation
186396,26.0,white,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
186446,37.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
186464,43.0,black,female,False,False,True,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
186486,23.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
186497,21.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
186529,24.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
186574,24.0,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
186575,19.0,other,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Vehicle Regulatory Violation
186577,42.0,white,female,False,True,False,True,False,False,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Regulatory Violation
186592,21.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
186606,49.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation
186636,21.0,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
186675,15.0,hispanic,male,False,False,True,False,True,False,True,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Speed Limit Violation
186700,25.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
186775,21.0,white,female,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
186788,37.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
186791,19.0,hispanic,male,False,True,False,False,False,False,True,,Informant Tip,Vehicle Equipment Violation
186801,49.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
186807,24.0,black,female,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
186808,43.0,black,male,False,False,True,False,False,True,True,,Suspicious Movement,Investigation
186815,31.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
186833,40.0,white,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Safe Movement Violation
186850,34.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
186870,41.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
186878,23.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Safe Movement Violation
186885,27.0,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
186893,24.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
186897,54.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
186930,36.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
186942,51.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
186969,14.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
186991,20.0,black,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Seat Belt Violation
186993,21.0,black,male,False,True,False,True,False,True,True,,Informant Tip,Vehicle Equipment Violation
187014,25.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
187233,28.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
187255,20.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
187312,24.0,black,male,True,False,False,True,False,True,True,,Informant Tip,Vehicle Regulatory Violation
187313,56.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
187332,23.0,black,male,False,False,False,False,False,False,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
187336,21.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
187407,46.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
187521,23.0,white,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
187579,46.0,white,male,False,False,True,True,False,True,True,,Observation of Suspected Contraband,Investigation
187591,18.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
187618,22.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
187629,29.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation
187652,25.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
187712,28.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
187720,20.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Speed Limit Violation
187731,39.0,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Speed Limit Violation
187732,21.0,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
187756,44.0,black,female,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
187758,23.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Seat Belt Violation
187766,24.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
187770,34.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
187775,21.0,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Equipment Violation
187815,22.0,white,male,False,True,False,True,False,False,True,,Observation of Suspected Contraband,Investigation
187834,37.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
187863,25.0,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
187884,21.0,white,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Speed Limit Violation
187887,49.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Regulatory Violation
187890,42.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
187903,39.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband|Informant Tip,Safe Movement Violation
187945,43.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
188015,28.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Investigation
188018,37.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Speed Limit Violation
188019,33.0,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Seat Belt Violation
188020,20.0,white,male,True,False,False,True,False,True,True,,Suspicious Movement,Driving While Impaired
188102,62.0,white,male,False,False,True,False,False,False,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband|Informant Tip|Witness Observation,Investigation
188117,60.0,black,male,False,True,False,True,False,True,True,,Suspicious Movement,Seat Belt Violation
188124,37.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
188166,50.0,white,male,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Safe Movement Violation
188178,45.0,black,male,False,True,False,True,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
188182,28.0,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Seat Belt Violation
188190,21.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
188192,40.0,white,male,True,False,False,False,False,True,True,,Informant Tip,Stop Light/Sign Violation
188234,23.0,black,male,False,False,True,False,False,True,True,,Informant Tip,Stop Light/Sign Violation
188255,19.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
188286,31.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
188319,20.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
188350,46.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
188352,38.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation
188360,44.0,black,female,False,False,True,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
188374,44.0,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
188388,49.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
188425,28.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation
188456,19.0,black,male,False,True,False,False,False,True,True,,Informant Tip,Safe Movement Violation
188483,41.0,white,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
188490,21.0,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
188499,23.0,asian/pacific islander,male,False,True,False,False,True,True,False,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Stop Light/Sign Violation
188501,27.0,white,male,False,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Investigation
188502,26.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Other Motor Vehicle Violation
188544,23.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
188585,43.0,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement|Informant Tip,Vehicle Regulatory Violation
188616,23.0,black,male,False,False,True,False,False,True,True,,Informant Tip,Investigation
188617,47.0,white,male,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
188634,27.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
188656,20.0,white,male,False,True,False,True,False,False,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
188669,18.0,white,male,False,True,False,False,False,True,True,,Suspicious Movement,Safe Movement Violation
188719,47.0,black,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
188722,30.0,black,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
188723,21.0,hispanic,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior|Informant Tip,Speed Limit Violation
188727,24.0,hispanic,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Speed Limit Violation
188772,29.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
188783,37.0,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
188806,20.0,black,female,False,True,False,False,False,False,True,,Observation of Suspected Contraband,Speed Limit Violation
188835,29.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement,Investigation
188854,37.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Investigation
188869,21.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
188873,25.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior|Suspicious Movement|Informant Tip|Other Official Information|Witness Observation,Other Motor Vehicle Violation
188886,39.0,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
188887,46.0,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
188899,30.0,black,female,True,False,False,True,False,True,True,,Suspicious Movement,Seat Belt Violation
188904,25.0,white,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
188975,16.0,white,female,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
188980,24.0,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
188997,23.0,black,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Other Motor Vehicle Violation
189028,23.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
189034,33.0,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip|Witness Observation,Safe Movement Violation
189103,19.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
189154,19.0,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Regulatory Violation
189174,21.0,black,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
189192,30.0,white,male,False,True,False,True,False,True,True,,Informant Tip,Vehicle Regulatory Violation
189197,18.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
189207,53.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Driving While Impaired
189208,22.0,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
189234,21.0,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
189250,18.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Investigation
189266,56.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
189269,24.0,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
189288,55.0,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
189298,45.0,white,male,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
189320,43.0,white,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
189321,37.0,black,male,False,False,True,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
189327,21.0,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
189332,24.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
189348,30.0,black,female,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
189368,19.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
189398,44.0,white,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior|Informant Tip,Investigation
189400,19.0,black,male,False,True,False,False,True,False,True,Erratic/Suspicious Behavior,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
189402,18.0,hispanic,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband|Witness Observation,Vehicle Regulatory Violation
189427,34.0,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
189465,25.0,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
189494,47.0,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
189516,55.0,white,female,False,True,False,True,False,False,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
