,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_frisk,reason_for_search,reason_for_stop
98044,20,hispanic,male,False,True,False,True,False,True,True,,Other Official Information,Safe Movement Violation
98045,21,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
98058,33,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
98063,22,hispanic,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Equipment Violation
98161,44,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
98198,49,black,female,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Investigation
98217,42,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
98243,23,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
98248,22,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
98257,28,white,female,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
98326,23,hispanic,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
98341,43,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
98356,29,black,female,True,False,False,False,False,True,True,,Other Official Information,Investigation
98358,35,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
98359,21,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
98392,36,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
98395,20,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
98445,18,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
98471,30,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
98501,34,hispanic,male,False,True,False,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
98543,20,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
98570,20,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
98590,22,black,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
98602,30,white,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
98604,26,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
98628,44,black,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
98679,45,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
98696,23,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
98722,23,white,male,False,True,False,False,False,True,True,,Other Official Information,Seat Belt Violation
98746,37,black,male,False,True,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
98764,28,white,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
98805,33,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
98811,18,white,male,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Driving While Impaired
98814,23,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
98818,21,white,male,True,False,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
98860,33,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
98908,20,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
98953,33,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
99010,21,white,female,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99026,32,black,male,True,False,False,False,False,True,True,,Informant Tip,Vehicle Regulatory Violation
99123,24,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
99127,46,white,female,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
99140,34,white,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Investigation
99143,36,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
99144,35,black,female,True,False,False,False,False,True,True,,Witness Observation,Other Motor Vehicle Violation
99160,33,white,female,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99164,47,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
99167,37,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
99170,26,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
99173,43,white,male,False,True,False,False,False,False,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
99187,21,hispanic,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
99273,47,black,female,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
99290,20,hispanic,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
99297,48,black,male,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99301,24,white,female,False,True,False,True,False,True,True,,Other Official Information,Investigation
99304,22,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
99369,33,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
99378,43,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99392,23,hispanic,male,False,True,False,False,False,True,True,,Other Official Information|Observation of Suspected Contraband,Vehicle Regulatory Violation
99395,51,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99402,23,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
99411,26,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
99421,25,black,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99427,20,white,female,True,False,False,False,False,True,True,,Other Official Information,Investigation
99479,18,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
99510,29,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99525,28,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
99529,23,hispanic,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99532,22,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
99543,43,white,male,False,False,True,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
99552,35,white,male,False,True,False,True,False,True,True,,Other Official Information,Investigation
99556,33,black,male,False,True,False,False,False,True,True,,Other Official Information,Driving While Impaired
99561,18,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
99587,23,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
99588,21,black,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
99594,23,hispanic,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Stop Light/Sign Violation
99633,36,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99648,22,white,male,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99650,19,hispanic,male,True,False,False,True,False,True,True,,Other Official Information,Stop Light/Sign Violation
99655,32,asian/pacific islander,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
99656,30,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
99741,47,black,female,False,True,False,True,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
99767,35,black,male,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Speed Limit Violation
99770,30,black,male,False,True,False,False,False,True,True,,Other Official Information,Speed Limit Violation
99779,35,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
99787,28,black,female,False,True,False,False,False,True,True,,Other Official Information,Investigation
99819,47,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
99897,34,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
99898,23,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
99903,28,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
99920,21,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
99932,35,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
99941,39,white,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
99946,27,hispanic,male,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Speed Limit Violation
100037,40,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100076,19,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Investigation
100106,29,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100141,22,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
100155,27,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
100168,38,white,male,True,False,False,False,False,True,False,,Other Official Information,Stop Light/Sign Violation
100182,25,black,female,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Driving While Impaired
100184,44,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
100202,41,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100233,44,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100242,21,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100248,24,black,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100259,34,black,male,False,True,False,True,False,True,True,,Other Official Information,Investigation
100299,37,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100304,29,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100315,32,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100322,20,hispanic,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100334,40,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100346,43,black,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
100379,32,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100384,22,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
100388,25,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
100436,22,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
100446,21,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
100447,29,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
100450,22,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100452,37,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100465,27,hispanic,male,False,False,False,False,False,False,True,,Other Official Information,Investigation
100472,29,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
100479,27,black,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
100490,22,black,male,False,True,False,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
100499,21,white,male,False,True,False,False,False,True,False,,Erratic/Suspicious Behavior,Safe Movement Violation
100507,20,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100508,32,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
100511,31,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
100529,42,black,male,False,True,False,False,False,True,False,,Other Official Information,Safe Movement Violation
100537,22,white,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
100539,30,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
100561,38,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100562,26,hispanic,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
100595,38,black,female,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Investigation
100602,22,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
100603,43,black,male,False,True,False,False,False,False,True,,Other Official Information,Vehicle Equipment Violation
100606,28,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100678,27,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
100690,53,black,male,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100699,28,white,male,True,False,False,False,False,True,True,,Other Official Information,Seat Belt Violation
100774,29,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100807,33,black,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100810,36,black,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100814,23,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
100839,43,white,male,True,False,False,False,False,True,True,,Other Official Information,Seat Belt Violation
100866,43,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
100876,26,black,female,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
100918,28,white,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
100926,45,black,male,False,True,False,False,False,True,False,,Erratic/Suspicious Behavior,Investigation
100930,39,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100933,24,black,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
100941,43,white,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
100978,37,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100984,30,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100992,36,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
100997,28,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
100999,22,black,male,False,True,False,True,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
101005,25,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
101019,21,black,female,False,True,False,False,False,False,True,,Erratic/Suspicious Behavior,Investigation
101022,22,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101024,33,black,male,True,False,False,True,False,True,True,,Other Official Information,Speed Limit Violation
101052,35,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
101053,30,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
101063,27,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
101082,26,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
101143,24,black,female,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101150,25,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
101168,37,black,female,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Investigation
101172,37,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
101179,26,white,male,False,True,False,False,False,True,True,,Other Official Information,Stop Light/Sign Violation
101180,32,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
101354,32,white,female,False,True,False,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
101384,32,white,female,False,True,False,False,False,True,True,,Suspicious Movement,Investigation
101439,26,black,male,True,False,False,True,False,True,True,,Other Official Information,Seat Belt Violation
101472,22,black,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101474,24,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
101491,24,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Driving While Impaired
101501,35,black,female,True,False,False,False,False,True,True,,Witness Observation,Investigation
101502,24,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
101506,28,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
101507,26,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
101530,23,black,female,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
101589,23,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
101605,21,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
101632,29,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101674,18,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
101730,22,black,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
101779,24,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
101786,23,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
101792,48,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101905,19,black,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
101948,23,black,male,False,True,False,True,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
102027,44,black,female,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102029,21,black,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
102033,35,black,female,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
102041,20,white,male,True,False,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102044,39,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102068,32,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102077,21,unknown,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102101,28,black,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
102107,44,white,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102116,43,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
102178,26,white,female,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102182,38,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
102184,35,black,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
102185,17,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Safe Movement Violation
102234,23,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
102266,22,hispanic,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102283,23,white,female,False,True,False,False,False,True,True,,Suspicious Movement,Other Motor Vehicle Violation
102285,46,white,male,False,True,False,True,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102345,25,unknown,male,False,True,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
102391,35,black,female,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102419,27,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102438,34,black,female,False,True,False,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
102444,21,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102445,29,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102463,21,hispanic,male,True,False,False,True,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
102491,23,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
102500,31,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102506,31,hispanic,male,False,True,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102511,31,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102516,37,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
102524,25,black,female,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102550,43,white,male,True,False,False,False,False,True,True,,Other Official Information,Safe Movement Violation
102564,24,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102569,41,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102580,23,black,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102590,52,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
102629,24,black,female,False,True,False,False,False,False,True,,Other Official Information,Investigation
102660,40,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Equipment Violation
102662,23,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
102670,53,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102733,21,hispanic,male,False,True,False,False,False,False,True,,Other Official Information,Speed Limit Violation
102745,41,white,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Investigation
102795,39,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
102818,30,white,male,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
102819,28,white,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Investigation
102820,25,black,female,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102830,26,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
102835,23,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
102857,32,black,male,False,True,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
102918,32,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102928,31,hispanic,male,False,False,True,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
102980,22,white,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
102985,43,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
102986,33,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
103052,20,black,male,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
103058,54,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
103065,25,white,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Speed Limit Violation
103066,39,white,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103067,20,white,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103068,34,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
103069,39,white,female,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
103080,22,black,male,True,False,False,False,False,True,True,,Other Official Information,Other Motor Vehicle Violation
103100,22,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Regulatory Violation
103108,25,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Vehicle Equipment Violation
103134,28,black,female,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
103206,29,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Other Motor Vehicle Violation
103215,29,hispanic,female,False,True,False,False,False,False,True,,Observation of Suspected Contraband,Safe Movement Violation
103217,29,white,male,True,False,False,False,False,True,True,,Witness Observation,Driving While Impaired
103220,20,black,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
103222,58,white,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103224,23,black,male,True,False,False,True,False,True,True,,Other Official Information,Seat Belt Violation
103225,25,black,male,False,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Investigation
103229,32,white,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103235,22,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Speed Limit Violation
103237,21,white,female,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103281,26,black,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Safe Movement Violation
103282,31,black,male,False,True,False,False,False,True,True,,Other Official Information,Driving While Impaired
103309,26,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Stop Light/Sign Violation
103310,57,black,male,True,False,False,False,False,True,True,,Other Official Information,Investigation
103316,33,hispanic,male,True,False,False,True,False,True,True,,Other Official Information,Driving While Impaired
103332,44,hispanic,male,True,False,False,False,False,True,True,,Witness Observation,Driving While Impaired
103335,26,hispanic,male,True,False,False,False,False,True,True,,Informant Tip,Investigation
103336,25,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Driving While Impaired
103359,45,white,male,True,False,False,False,False,True,False,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
103378,39,black,male,False,True,False,False,False,True,False,,Other Official Information,Vehicle Regulatory Violation
103380,25,hispanic,male,False,True,False,False,False,True,True,,Suspicious Movement,Vehicle Equipment Violation
103381,17,white,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Other Motor Vehicle Violation
103387,22,white,male,False,True,False,False,False,True,True,,Other Official Information,Stop Light/Sign Violation
103412,47,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
103428,24,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
103429,27,black,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
103443,21,white,male,False,True,False,False,False,True,True,,Observation of Suspected Contraband,Investigation
103447,37,black,male,False,True,False,False,False,False,True,,Other Official Information,Vehicle Regulatory Violation
103452,41,white,male,False,True,False,False,False,True,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
103496,30,black,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
103513,26,black,female,True,False,False,False,False,True,True,,Other Official Information,Investigation
103521,20,white,female,True,False,False,False,False,True,True,,Observation of Suspected Contraband,Speed Limit Violation
103538,23,hispanic,male,True,False,False,False,False,True,True,,Suspicious Movement,Vehicle Regulatory Violation
103552,29,black,male,True,False,False,True,False,True,True,,Observation of Suspected Contraband,Vehicle Regulatory Violation
103596,19,hispanic,male,False,False,True,False,False,False,True,,Erratic/Suspicious Behavior,Vehicle Regulatory Violation
103600,17,black,female,True,False,False,False,False,True,False,,Other Official Information,Vehicle Regulatory Violation
103614,20,hispanic,male,True,False,False,False,False,True,True,,Erratic/Suspicious Behavior,Driving While Impaired
103621,27,black,male,False,True,False,True,False,True,True,,Erratic/Suspicious Behavior,Vehicle Equipment Violation
103630,26,hispanic,male,True,False,False,False,False,True,True,,Other Official Information,Speed Limit Violation
