,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_person,search_vehicle,reason_for_search,reason_for_stop
2318608,20.0,black,male,True,False,False,True,True,True,incarrest,------(f)
2318609,21.0,black,male,False,False,True,False,True,True,cons,------.-
2318610,31.0,black,male,False,True,False,False,False,True,cons,------(a)
2318611,19.0,white,male,False,False,False,False,True,True,prob,-------(c)
2318613,21.0,black,male,False,False,True,False,True,True,k-,------(c-)
2318614,25.0,black,male,False,False,True,False,True,False,prob,------(a)
2318615,60.0,black,male,False,True,False,False,False,True,other,------
2318616,23.0,white,male,False,False,True,False,True,True,cons,------(h)
2318623,42.0,black,female,False,False,False,True,True,True,other,------(g)
2318624,41.0,black,female,False,True,False,False,False,True,prob,------
2318625,20.0,white,male,False,True,False,False,True,True,prob,------(a)
2318629,30.0,black,male,False,False,True,False,True,True,k-,------(f)
2318635,36.0,white,female,False,True,False,False,True,True,incarrest,------(h)
2318636,27.0,white,female,False,False,True,False,True,True,cons,------(b)
2318637,19.0,white,female,False,False,True,False,True,True,cons,------(a-)
2318638,25.0,white,male,False,True,False,False,True,True,incarrest,------(h)
2318639,21.0,white,female,False,False,True,False,False,True,cons,-------(b)
2318643,32.0,white,male,False,True,False,False,True,True,k-,------(f)
2318644,28.0,black,male,False,False,True,False,False,True,prob,------(a)
2318645,33.0,white,male,True,False,False,True,True,True,prob,------(b)
2318646,19.0,white,male,False,False,True,False,False,True,prob,------(a)
2318647,22.0,white,male,False,True,False,False,True,True,cons,------(f)
2318648,47.0,white,female,True,False,False,False,True,True,prob,------.-
2318649,62.0,white,female,True,False,False,False,False,True,incarrest,------(b)
2318654,23.0,black,male,False,False,True,False,True,True,prob,------(a)
2318655,17.0,white,male,False,True,False,False,False,True,cons,------(h)
2318656,21.0,white,female,False,False,True,False,False,True,cons,------(h)
2318657,65.0,black,male,False,False,False,False,True,True,cons,------(a)
2318658,33.0,black,male,False,True,False,False,True,True,cons,------(c)
2318659,37.0,black,male,True,False,False,False,True,False,incarrest,------(h)
2318660,23.0,black,male,False,False,True,False,True,True,cons,------(b)
2318661,51.0,white,male,False,True,False,False,True,True,prob,------(a)
2318664,25.0,black,male,True,False,False,True,True,True,incarrest,-------(b)
2318665,21.0,white,male,False,False,False,False,True,True,prob,--*
2318666,37.0,black,male,False,False,False,False,True,True,incarrest,------(a)
2318667,26.0,white,male,False,False,False,False,True,False,incarrest,------(a)
2318674,25.0,white,male,False,False,False,False,True,True,incarrest,------(f)
2318675,30.0,white,female,False,False,False,False,True,True,incarrest,------(d)
2318676,51.0,white,male,False,False,True,False,True,True,prob,------.-(b)
2318677,39.0,white,male,False,True,False,False,True,True,cons,--*
2318678,21.0,white,female,False,True,False,False,True,True,incarrest,------.-(b)
2318679,20.0,white,female,False,True,False,False,True,True,cons,-------(c)
2318681,17.0,white,male,False,False,True,False,True,True,prob,------(c)
