,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_person,search_vehicle,reason_for_search,reason_for_stop
2547872,34.0,hispanic,male,False,True,False,False,True,True,incarrest,------.-(b)
2547903,29.0,hispanic,male,False,True,False,False,True,True,incarrest,------(a)
2547916,31.0,black,female,False,True,False,False,True,True,incarrest,------(a)
2547929,46.0,black,male,True,False,False,False,True,True,incarrest,------(g)
2547931,27.0,black,male,False,True,False,False,True,True,prob,------.-(b)
2547946,18.0,hispanic,male,False,False,True,False,True,True,prob,------.-(b)
2547954,35.0,black,male,False,True,False,False,False,True,prob,------(a)
2547959,26.0,black,female,False,False,False,False,True,True,prob,--*
2547972,29.0,black,male,False,True,False,False,True,False,prob,------(h)
2547973,20.0,hispanic,female,False,True,False,False,False,True,prob,------
2547981,28.0,white,male,False,True,False,False,False,True,cons,------(b)
2547984,29.0,black,male,False,True,False,False,False,True,cons,------(d-)
2547990,33.0,black,female,False,True,False,False,False,True,prob,------.-(b)
2547999,37.0,white,female,False,False,True,False,True,True,prob,------.-(b)
2548000,30.0,black,male,False,True,False,False,True,True,prob,------(f)
2548003,33.0,hispanic,male,False,True,False,False,True,True,prob,--*
2548004,35.0,black,male,False,True,False,False,True,True,prob,-------(c)
2548005,21.0,black,male,False,False,True,False,True,True,prob,------(a)
2548007,21.0,hispanic,male,False,True,False,False,True,True,prob,------(b)
2548020,34.0,black,female,False,True,False,False,True,False,prob,------(a)
2548024,23.0,black,male,False,True,False,False,True,False,prob,------.-(b)
2548026,25.0,black,male,False,True,False,False,True,True,cons,------.-
2548034,50.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2548049,24.0,black,female,False,False,True,False,True,True,prob,------(f)
2548050,19.0,white,female,False,True,False,False,True,True,cons,------(b)
2548054,23.0,black,female,False,True,False,False,True,True,prob,------(b)
2548061,47.0,black,male,False,True,False,False,False,True,prob,------(f)
2548062,24.0,black,female,False,True,False,False,True,True,prob,------(f)
2548069,53.0,black,male,False,False,False,False,False,True,other,--*
2548077,43.0,black,female,False,True,False,False,False,True,prob,------(f)
2548078,23.0,black,female,False,True,False,False,False,True,prob,------(a)
2548088,41.0,black,male,False,False,True,False,False,True,other,------(a)
2548090,23.0,black,male,False,False,True,False,False,True,prob,------(g)
2548104,30.0,black,female,False,True,False,False,False,True,prob,------(f)
2548112,41.0,black,male,False,True,False,False,True,True,incarrest,------(h)
2548114,30.0,black,female,False,True,False,False,False,True,prob,------(f)
2548115,30.0,black,male,False,True,False,False,False,True,prob,------(f)
2548133,32.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2548145,21.0,hispanic,male,False,False,True,False,False,True,other,------.-
2548151,37.0,black,male,False,True,False,False,True,True,prob,------(b)
2548152,46.0,black,male,False,False,True,False,False,True,exigent,------(a)
2548164,32.0,black,male,True,False,False,False,True,True,incarrest,------(c)
2548169,23.0,black,male,False,True,False,False,True,True,prob,-------.-(b)
2548171,25.0,black,male,False,True,False,False,True,True,prob,------.-
2548174,28.0,black,male,False,True,False,False,True,True,prob,------(f)
2548179,35.0,hispanic,female,False,True,False,False,False,True,prob,------(f)
2548185,21.0,black,male,False,True,False,False,True,True,prob,------(g)
2548195,24.0,black,male,True,False,False,False,True,True,prob,------(a)
2548217,27.0,hispanic,male,False,True,False,False,True,True,prob,------(c)
2548219,50.0,black,male,False,True,False,False,True,True,prob,------(f)
2548220,35.0,black,male,True,False,False,False,True,True,prob,------.-(b)
2548232,25.0,black,male,False,True,False,False,False,True,prob,-------(d)
2548236,43.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a)
2548256,31.0,black,female,False,False,True,False,False,True,other,------(f)
2548270,35.0,black,female,False,False,True,False,False,True,other,------(h)
2548271,31.0,black,female,False,False,True,False,False,True,other,------
2548275,25.0,black,female,False,True,False,False,False,True,prob,------(a)
2548280,24.0,black,male,True,False,False,False,True,True,incarrest,------.-
2548284,36.0,hispanic,male,True,False,False,False,True,False,incarrest,------(-)
2548290,26.0,black,male,False,True,False,False,True,True,prob,------(h)
2548291,20.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a)
2548292,22.0,hispanic,male,False,True,False,False,True,True,prob,------(c)
2548303,40.0,white,female,True,False,False,False,True,False,cons,--*
2548319,31.0,black,female,True,False,False,False,True,False,incarrest,------(f)
2548389,24.0,black,male,True,False,False,False,True,True,incarrest,------(g)
2548635,31.0,white,male,True,False,False,False,True,True,k-,------(b)
2548639,44.0,black,male,True,False,False,False,True,True,k-,------(f)
2548681,52.0,white,male,True,False,False,False,True,True,incarrest,------(b)
2548685,63.0,white,male,False,False,False,False,True,True,incarrest,------(a-)
2548686,22.0,white,male,False,False,False,False,True,True,incarrest,------(a-)
2548687,22.0,white,male,False,False,False,False,True,True,incarrest,------(b-)
2548735,32.0,white,male,False,False,False,False,True,False,incarrest,------(a)
2548766,25.0,white,male,False,False,False,False,True,False,incarrest,------(m)
2548800,40.0,white,male,False,False,True,False,True,True,cons,------(e)
2548820,18.0,white,female,False,True,False,False,True,True,k-,------(g)
2548835,18.0,white,male,False,False,True,False,True,True,k-,------(b)
2548843,24.0,white,female,False,False,False,False,True,True,k-,--*
2548844,35.0,white,female,True,False,False,False,True,False,incarrest,------.-
2548845,35.0,white,female,True,False,False,False,True,False,incarrest,------.-
2548846,35.0,white,female,True,False,False,False,True,False,incarrest,------.-
2548847,35.0,white,female,True,False,False,False,True,False,incarrest,------.-
2548859,23.0,white,male,False,True,False,False,True,True,cons,------(a)
2548860,48.0,white,female,True,False,False,False,True,False,incarrest,------
2548861,48.0,white,female,True,False,False,False,True,False,incarrest,------
2548862,48.0,white,female,True,False,False,False,True,False,incarrest,------(a)
2548869,31.0,black,male,False,False,True,False,True,True,k-,------(c)
2548896,21.0,white,female,False,False,True,False,True,True,prob,------(f)
2548909,24.0,white,male,True,False,False,False,True,True,incarrest,--*
2548919,40.0,white,female,True,False,False,False,True,False,incarrest,------.-
2548920,64.0,white,female,False,True,False,False,True,False,incarrest,------(b)
2548964,43.0,white,male,False,False,True,False,True,False,prob,------.-
2549005,43.0,white,male,True,False,False,False,True,False,incarrest,------(c)
2549006,43.0,white,male,True,False,False,False,True,False,incarrest,------(d)
2549023,19.0,white,male,False,False,True,False,True,True,prob,------
2549039,27.0,white,female,False,False,True,False,True,True,cons,------(a)
2549052,31.0,white,male,True,False,False,False,True,False,incarrest,------(a)
2549053,31.0,black,male,True,False,False,False,True,True,k-,------
2549065,22.0,white,male,True,False,False,False,True,True,prob,------(a)
2549066,23.0,white,female,True,False,False,False,True,True,incarrest,------(a-)
2549067,40.0,white,male,False,False,True,False,True,True,cons,-------.-(a)
2549068,24.0,white,male,False,False,True,False,True,True,k-,------.-
2549069,24.0,white,male,False,False,True,False,True,True,k-,------.-
2549081,32.0,white,male,True,False,False,False,True,True,k-,------.-
2549082,27.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2549151,34.0,white,female,True,False,False,False,True,True,k-,------(c)
2549152,46.0,white,male,True,False,False,False,True,False,incarrest,------(c-)
2549170,62.0,white,male,True,False,False,False,True,False,incarrest,------(b)
2549171,48.0,white,male,True,False,False,False,True,False,incarrest,------(a-)
2549191,25.0,other,male,False,True,False,False,True,True,cons,------.-
2549192,22.0,black,female,True,False,False,False,True,True,k-,------(a)
2549206,45.0,white,male,False,False,True,False,True,True,cons,------(f)
2549253,35.0,white,female,False,False,True,False,True,True,k-,------(a)
2549254,32.0,white,male,False,False,True,False,True,True,k-,------.-
2549309,49.0,white,male,True,False,False,False,True,True,incarrest,------(a)
2549352,21.0,white,male,False,False,True,False,True,True,prob,------(a)
2549353,23.0,white,male,False,False,True,False,True,True,prob,------(a)
2549355,23.0,white,male,True,False,False,False,True,False,incarrest,------.-(b)
2549369,18.0,black,male,True,False,False,False,True,True,prob,-------(o)
2549424,24.0,white,male,False,False,True,False,True,True,k-,------.--
2549448,18.0,white,male,False,False,True,False,True,True,k-,------.-(b)
2549471,19.0,white,female,False,True,False,False,False,True,prob,------.-
2549472,24.0,white,male,False,True,False,False,True,False,other,------(a)
2549475,26.0,white,male,False,False,True,False,True,True,cons,------(a)
2549521,51.0,black,male,False,True,False,False,True,True,cons,------
2549554,23.0,white,male,False,False,True,False,True,True,cons,------(b)
2549573,45.0,white,male,True,False,False,False,True,True,prob,-------(a)
2549694,36.0,black,male,True,False,False,False,True,True,cons,------(a)
2549794,25.0,white,male,True,False,False,False,True,False,incarrest,------(a)
2549795,63.0,white,male,True,False,False,False,True,True,k-,------.-
2549820,37.0,white,male,True,False,False,False,True,False,incarrest,------(c)
2549826,21.0,white,male,False,False,True,False,True,True,prob,------(b)
2549935,22.0,white,female,False,False,True,False,True,True,k-,------(a)
2549943,34.0,white,male,True,False,False,False,True,False,incarrest,------(a-)
2549974,35.0,white,male,True,False,False,False,False,True,incarrest,------(b)
2549975,26.0,white,male,True,False,False,False,True,True,incarrest,------(b)
2550041,40.0,white,female,True,False,False,False,True,True,incarrest,------(f)
2550062,26.0,white,male,False,True,False,False,True,True,k-,------(a)
2550073,30.0,white,male,True,False,False,False,True,True,incarrest,--
2550074,30.0,white,male,True,False,False,False,True,True,incarrest,--
2550081,23.0,white,male,True,False,False,False,True,False,incarrest,------(a)
2550090,22.0,white,male,False,False,True,False,True,True,k-,------(c)
2550092,34.0,white,male,False,False,True,False,True,True,k-,------(b)
2550126,31.0,white,male,True,False,False,False,True,False,incarrest,------.-(b)
2550148,44.0,black,male,True,False,False,False,True,False,incarrest,-------(c)
2550155,29.0,black,male,False,True,False,False,True,True,k-,------.-
2550189,31.0,white,male,True,False,False,False,True,True,incarrest,------(b)
2550259,27.0,white,male,True,False,False,False,True,False,incarrest,------(a)
2550300,23.0,white,male,True,False,False,False,True,True,incarrest,------
2550302,21.0,white,female,False,True,False,False,True,True,k-,------(c)
2550314,24.0,white,male,True,False,False,False,True,True,k-,------(a-)
2550371,36.0,white,male,True,False,False,False,True,False,incarrest,------
2550373,56.0,white,male,True,False,False,False,True,False,incarrest,------(b-)
2550374,25.0,black,male,False,True,False,False,True,True,k-,------.-(c-)
2550376,51.0,white,male,True,False,False,False,True,False,incarrest,------(a)
2550380,35.0,white,male,True,False,False,False,True,True,incarrest,------(a-)
2550381,35.0,white,male,True,False,False,False,True,True,incarrest,------
2550384,26.0,black,male,False,True,False,False,True,True,k-,------(b)
2550401,17.0,white,female,False,False,True,False,True,True,cons,------.-
2550413,42.0,black,male,False,False,False,False,True,True,incarrest,------(a)
2550414,22.0,black,female,False,True,False,False,True,True,cons,------(a)
2550415,27.0,white,male,False,False,True,False,False,True,prob,------(c)
2550418,21.0,black,male,True,False,False,False,True,True,prob,------(c)
2550423,27.0,white,male,False,False,True,False,True,True,prob,------(d)
2550431,26.0,black,male,False,True,False,False,True,True,cons,------(a)
2550433,26.0,white,male,True,False,False,False,True,True,prob,------(a)
2550434,26.0,white,male,False,True,False,False,True,True,prob,------(c)
2550436,18.0,white,female,False,False,True,False,True,True,k-,------(a)
2550457,38.0,white,male,False,True,False,False,True,True,prob,------(f)
2550465,37.0,white,female,False,False,True,False,True,True,k-,------.-(b)
2550486,23.0,white,female,False,False,True,False,False,True,prob,------(g)
2550492,19.0,white,male,False,False,True,False,False,True,prob,------(a)
2550511,24.0,white,male,False,False,True,False,True,True,cons,------(a)
2550517,36.0,white,male,False,False,True,False,True,True,k-,------(a)
2550526,44.0,black,male,False,False,True,False,True,True,cons,------(c)
2550532,35.0,white,female,False,False,True,False,True,True,cons,------(a)
2550533,29.0,black,female,False,True,False,False,False,True,k-,------(c)
2550548,20.0,asian/pacific islander,male,False,False,True,False,False,True,cons,------(b)
2550553,34.0,white,male,True,False,False,False,False,True,incarrest,------(a-)
2550568,17.0,white,male,True,False,False,False,True,True,incarrest,------.-(b)
2550589,51.0,white,male,True,False,False,False,True,True,k-,------(c)
2550682,25.0,white,male,False,True,False,False,True,True,incarrest,------.-
2550753,29.0,black,male,False,True,False,False,True,True,incarrest,------(a)
2550760,21.0,white,male,False,False,True,False,False,True,prob,------(b)
2550857,25.0,black,male,False,True,False,False,True,True,prob,------(a)
2550871,20.0,black,female,False,True,False,False,False,True,other,------(a)
2550879,34.0,black,male,False,True,False,False,True,True,prob,------(a)
2550884,52.0,black,male,False,True,False,False,False,True,other,------.-
2550890,21.0,white,female,True,False,False,False,True,True,prob,--*
2550891,51.0,black,male,False,False,False,False,False,True,prob,------(c)
2550892,63.0,black,male,True,False,False,False,True,True,prob,------.-(b)
2550893,24.0,black,male,False,False,False,False,True,True,cons,------(b)
2550894,44.0,black,male,False,True,False,False,True,True,exigent,------
2550896,19.0,black,female,True,False,False,False,True,True,prob,------(a)
2550923,42.0,black,male,True,False,False,False,True,True,incarrest,------.-(b)
2550958,19.0,white,male,True,False,False,False,True,True,incarrest,------.-(b)
2551012,25.0,black,male,False,False,True,False,True,True,k-,------(a)
2551021,17.0,white,female,False,False,True,False,False,True,prob,------(d)
2551022,19.0,white,male,True,False,False,False,True,True,prob,--*
2551050,28.0,white,male,True,False,False,False,True,True,prob,------(a)
2551072,44.0,white,male,False,False,True,False,False,True,cons,------.-
2551086,28.0,black,male,True,False,False,False,True,True,incarrest,------(h-)
2551089,44.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a)
2551105,33.0,white,male,False,False,True,False,True,True,prob,------.-
2551130,22.0,white,male,False,True,False,False,True,True,incarrest,------(e)
2551142,48.0,black,female,False,False,True,False,False,True,k-,------(b)
2551155,33.0,white,male,True,False,False,False,True,True,prob,------.-(b)
2551165,19.0,white,female,True,False,False,False,True,True,prob,------(c)
2551169,30.0,white,female,False,False,True,False,True,True,cons,------(d)
2551175,18.0,white,male,False,True,False,False,True,True,prob,------(a)
2551179,49.0,black,male,False,False,True,False,True,True,prob,-------(b)
2551214,21.0,black,male,True,False,False,False,True,True,incarrest,------(a-)
2551224,24.0,white,female,True,False,False,False,True,True,k-,-------(c)
2551235,34.0,black,male,True,False,False,False,True,True,exigent,------(b)
2551248,24.0,white,female,True,False,False,False,False,True,prob,------.-
2551263,52.0,white,female,False,True,False,False,False,True,cons,------(a-)
2551287,39.0,white,female,False,True,False,False,True,True,incarrest,------(h)
2551295,32.0,black,male,False,True,False,False,True,False,incarrest,------(f)
2551296,55.0,white,male,True,False,False,False,True,True,prob,------(a)
2551342,22.0,black,male,True,False,False,False,True,True,prob,------.-
2551365,20.0,white,male,False,False,True,False,True,True,cons,------(a)
2551369,20.0,black,male,True,False,False,False,False,True,prob,------.-
2551376,22.0,black,male,True,False,False,False,True,True,incarrest,------.-
2551387,44.0,white,male,False,True,False,False,False,True,cons,------.-(b)
2551394,25.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2551395,44.0,white,female,False,True,False,False,True,True,cons,------(d)
2551396,29.0,black,female,False,True,False,False,True,True,cons,------.-
2551397,25.0,black,female,False,True,False,False,True,True,exigent,------.-
2551404,46.0,black,male,True,False,False,False,True,True,prob,------(c)
2551407,36.0,black,male,False,True,False,False,True,True,k-,------(c)
2551412,53.0,white,male,True,False,False,False,True,True,incarrest,------(a-)
2551433,42.0,white,female,False,True,False,False,True,True,cons,------(c)
2551442,17.0,white,male,True,False,False,False,True,True,prob,------.-
2551459,38.0,white,male,False,False,True,False,True,True,prob,------(a)
2551475,72.0,white,male,True,False,False,False,True,True,prob,------(a)
2551515,62.0,hispanic,female,False,False,True,False,False,True,k-,------(b)
2551517,20.0,white,male,True,False,False,False,True,True,incarrest,------(c-)
2551520,25.0,white,male,False,True,False,False,True,True,prob,------(c)
2551561,29.0,white,male,True,False,False,False,True,True,prob,------.-
2551576,26.0,white,male,True,False,False,False,True,True,prob,------(a)
2551621,26.0,white,male,False,False,True,False,True,True,prob,------(f)
2551641,25.0,white,female,False,True,False,False,True,True,prob,-------(d)
2551642,26.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a-)
2551646,33.0,hispanic,male,False,True,False,False,True,True,prob,------(h-)
2551647,17.0,white,male,False,False,True,False,True,True,prob,------.-
2551648,29.0,white,female,False,False,False,False,True,False,incarrest,------(m)
2551649,55.0,black,male,False,False,False,False,True,False,incarrest,------(d)
2551650,27.0,black,male,False,True,False,False,True,True,k-,------.-
2551651,52.0,hispanic,male,False,False,False,False,True,False,incarrest,------(a)
2551655,17.0,white,male,True,False,False,False,True,True,k-,------.-
2551663,17.0,white,male,False,False,False,False,False,True,cons,--*
2551671,21.0,black,male,False,True,False,False,True,True,prob,------(g)
2551672,28.0,hispanic,male,True,False,False,False,True,True,prob,------(d)
2551799,20.0,white,male,False,False,True,False,True,True,prob,------.-
2551800,53.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2551817,40.0,black,male,False,False,True,False,True,True,k-,------(a)
2551838,57.0,white,female,False,True,False,False,True,True,incarrest,------(d)
2551869,25.0,black,male,False,True,False,False,True,True,prob,------.-(c)
2551890,31.0,white,male,True,False,False,False,True,True,incarrest,------(a)
2551922,31.0,white,female,True,False,False,False,True,True,incarrest,------(b)
2551935,55.0,black,male,True,False,False,False,True,True,k-,------.-(b)
2551954,21.0,white,male,True,False,False,False,True,True,cons,------.-(b)
2551955,26.0,white,male,True,False,False,False,True,True,incarrest,------(b)
2552000,24.0,other,male,False,False,True,False,True,True,k-,------.-
2552047,20.0,white,male,False,False,False,False,True,True,k-,--*
2552100,22.0,black,male,False,True,False,False,False,True,prob,------(a)
2552112,23.0,white,male,True,False,False,False,True,True,k-,------.-(c)
2552138,44.0,white,female,True,False,False,False,True,True,prob,-------(c)
2552154,70.0,white,male,True,False,False,False,True,True,incarrest,------.-
2552183,22.0,white,male,False,True,False,False,True,True,k-,------(a)
2552261,35.0,black,male,True,False,False,False,True,True,prob,------(d)
2552272,22.0,white,male,False,True,False,False,True,True,k-,------(a)
2552273,60.0,black,male,True,False,False,False,True,True,incarrest,------(a-)
2552349,20.0,white,male,False,False,False,False,True,True,prob,--
2552446,24.0,white,female,False,True,False,False,True,True,k-,------(a-)
2552539,23.0,white,male,False,True,False,False,True,True,cons,------.-(c)
2552588,52.0,white,female,False,True,False,False,True,False,other,------(f)
2552639,19.0,white,male,False,False,True,False,True,True,prob,------(a)
2552668,27.0,white,female,True,False,False,False,True,True,prob,------(a)
2552713,19.0,black,male,True,False,False,False,True,True,k-,------(c)
2552829,36.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2552861,21.0,white,male,True,False,False,False,True,True,prob,------(a-)
2552931,35.0,white,female,False,True,False,False,True,False,k-,--*
2552944,18.0,white,male,True,False,False,False,True,True,prob,------.-
2552957,20.0,hispanic,male,True,False,False,False,True,True,prob,------(e-)
2552995,16.0,white,male,True,False,False,False,True,True,prob,--*
2553042,27.0,black,male,True,False,False,False,True,True,prob,------.-(c)
2553043,27.0,black,male,False,True,False,False,True,True,prob,------(a)
2553153,44.0,white,male,False,False,True,False,True,True,cons,------(a)
2553210,18.0,white,male,True,False,False,False,True,True,k-,------
2553245,27.0,white,male,False,False,True,False,True,True,k-,------(c)
2553289,30.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a-)
2553348,21.0,black,male,True,False,False,False,True,True,incarrest,-------(c)
2553705,21.0,black,male,False,True,False,False,False,True,prob,------(a)
2553925,50.0,white,male,True,False,False,False,True,False,incarrest,------(f)
2553942,20.0,hispanic,male,True,False,False,False,True,True,prob,------.-(b)
2554008,22.0,black,male,False,False,True,False,True,True,k-,------.-
2554038,38.0,black,male,True,False,False,False,True,True,prob,------(c)
2554057,40.0,hispanic,male,False,True,False,False,True,False,incarrest,------(a)
2554086,39.0,black,male,True,False,False,False,False,True,prob,------(h)
2554112,28.0,black,male,True,False,False,False,True,True,incarrest,------(a-)
2554146,21.0,white,female,False,False,True,False,True,True,k-,------(a)
2554158,21.0,black,male,False,True,False,False,True,True,k-,------(a)
2554196,20.0,black,male,True,False,False,False,True,True,prob,------(a-)
2554221,26.0,white,female,True,False,False,False,True,True,incarrest,------(a)
2554308,18.0,white,male,True,False,False,False,True,True,prob,------(e-)
2554328,42.0,hispanic,male,False,True,False,False,True,True,other,--*
2554329,25.0,black,male,False,True,False,False,False,True,other,------(b)
2554348,59.0,black,male,False,True,False,False,True,True,incarrest,------(a-)
2554352,50.0,white,male,False,True,False,False,True,True,other,------(d)
2554354,22.0,hispanic,male,False,True,False,False,True,True,other,------(d)
2554421,29.0,hispanic,male,False,True,False,False,True,False,other,------(c)
2554423,30.0,hispanic,male,False,True,False,False,True,False,other,------(h)
2554440,35.0,black,male,False,False,True,False,True,True,other,--*
2554441,26.0,hispanic,male,False,True,False,False,True,True,other,------(c)
2554442,31.0,hispanic,male,False,True,False,False,True,True,other,------.-(d)
2554454,33.0,hispanic,male,False,True,False,False,True,True,other,------(h)
2554466,53.0,black,female,False,False,True,False,False,True,other,------
2554475,26.0,hispanic,male,False,True,False,False,True,True,other,------.-(b)
2554476,18.0,hispanic,male,False,True,False,False,True,True,other,------(a)
2554478,49.0,black,male,False,True,False,False,True,True,other,--*
2554479,34.0,hispanic,male,False,False,False,False,True,True,other,--*
2554480,63.0,hispanic,male,False,True,False,False,True,True,other,------(g)
2554481,50.0,black,male,False,True,False,False,True,True,other,------(f)
2554492,24.0,hispanic,male,False,True,False,False,True,True,other,------(g)
2554493,27.0,black,male,False,True,False,False,True,True,other,------(g)
2554510,35.0,hispanic,male,False,True,False,False,False,True,other,------(g)
2554511,33.0,hispanic,male,False,True,False,False,False,True,other,------(g)
2554523,31.0,black,male,False,True,False,False,True,True,other,------.-(b)
2554535,40.0,hispanic,male,False,True,False,False,False,True,other,------.-(b)
2554536,34.0,black,male,False,True,False,False,False,True,other,------(g)
2554537,22.0,white,male,False,True,False,False,False,True,other,------(b)
2554538,44.0,black,male,True,False,False,False,True,True,incarrest,------(a)
2554553,28.0,white,male,False,True,False,False,False,True,other,------.-(b)
2554554,38.0,hispanic,male,False,True,False,False,False,True,other,------.-(b)
2554555,29.0,hispanic,male,False,True,False,False,False,True,other,------(f)
2554561,24.0,black,female,False,True,False,False,False,True,other,------(a)
2554562,31.0,black,male,False,True,False,False,False,True,other,------(a)
2554563,22.0,hispanic,male,False,True,False,False,False,True,other,------.-(b)
2554580,55.0,black,male,False,True,False,False,False,True,other,------(a)
2554581,30.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a)
2554594,26.0,hispanic,male,False,True,False,False,False,True,other,------.-(d)
2554595,43.0,hispanic,male,False,True,False,False,False,True,other,--*
2554605,50.0,black,male,False,True,False,False,False,True,other,------(f)
2554623,23.0,black,male,False,True,False,False,False,True,other,------.-(b)
2554624,25.0,black,female,False,True,False,False,False,True,other,------(d)
2554625,29.0,hispanic,male,False,True,False,False,True,True,other,------(g)
2554630,22.0,black,female,False,True,False,False,False,True,other,------(a)
2554631,22.0,hispanic,male,False,True,False,False,False,True,other,------(a)
2554632,25.0,hispanic,male,False,True,False,False,False,True,other,------(a)
2554642,23.0,hispanic,female,False,True,False,False,False,True,other,------(a)
2554673,27.0,hispanic,female,False,True,False,False,False,True,other,------(a)
2554674,49.0,black,male,False,True,False,False,False,True,other,------(a)
2554675,33.0,hispanic,male,False,True,False,False,False,True,other,------(d)
2554697,28.0,black,male,False,True,False,False,True,True,incarrest,------(a)
2554713,37.0,black,male,False,True,False,False,False,True,other,------(a)
2554725,28.0,black,male,False,False,True,False,True,True,incarrest,------(a)
2554726,38.0,hispanic,male,False,True,False,False,False,True,other,------.-(b)
2554727,54.0,black,male,False,True,False,False,False,True,other,------.-(b)
2554735,30.0,black,male,False,True,False,False,False,True,other,------(c-)
2554739,48.0,black,male,False,True,False,False,False,True,other,------(c)
2554740,48.0,black,male,False,True,False,False,False,True,other,------(f)
2554741,56.0,hispanic,male,False,True,False,False,False,True,other,------(m)
2554744,29.0,black,male,True,False,False,False,True,True,incarrest,------(m)
2554751,24.0,hispanic,male,False,True,False,False,False,True,other,------(h)
2554752,22.0,hispanic,male,False,True,False,False,False,True,other,------(a)
2554758,26.0,hispanic,male,False,True,False,False,False,True,other,------(f)
2554765,32.0,black,male,False,False,True,False,True,True,cons,------
2554775,32.0,black,female,False,True,False,False,False,True,prob,------(f)
2554776,33.0,other,male,False,True,False,False,False,True,other,------(f)
2554784,31.0,black,male,False,True,False,False,True,True,prob,-------(c)
2554785,42.0,asian/pacific islander,male,False,True,False,False,True,True,other,------(a)
2554797,23.0,black,male,False,True,False,False,False,True,other,------(b)
2554819,52.0,black,male,False,True,False,False,False,True,other,------(a)
2554826,24.0,hispanic,male,False,False,True,False,True,False,other,------(c)
2554827,60.0,black,female,False,True,False,False,True,True,incarrest,------.-(b)
2554849,54.0,black,male,True,False,False,False,True,True,incarrest,------(h)
2554850,42.0,hispanic,male,False,True,False,False,True,True,other,------.-
2554889,39.0,black,male,False,False,True,False,False,True,prob,------(a)
2554931,60.0,black,male,False,False,True,False,False,True,other,------(d)
2554976,34.0,hispanic,male,False,True,False,False,False,True,other,------(h)
2554977,23.0,hispanic,male,True,False,False,False,True,True,incarrest,------(a-)
2554985,32.0,black,male,False,True,False,False,True,True,other,------
2554995,25.0,black,female,False,True,False,False,False,True,other,------(a)
2555002,20.0,hispanic,male,False,True,False,False,True,True,other,------(a)
2555036,21.0,black,female,False,True,False,False,False,True,other,------
2555037,21.0,black,female,False,False,True,False,False,True,other,------
2555050,22.0,black,male,False,True,False,False,True,True,prob,------(a)
2555063,18.0,white,female,False,False,True,False,False,True,cons,------(a)
2555070,23.0,black,male,False,True,False,False,False,True,k-,------.-
2555075,42.0,white,male,False,False,False,False,True,True,incarrest,-------(c)
2555076,23.0,white,male,False,False,True,False,True,True,cons,-------(c)
2555077,23.0,white,male,False,False,True,False,True,True,cons,------(a)
2555081,21.0,white,female,False,False,True,False,True,True,cons,------(b)
2555085,29.0,white,male,False,True,False,False,True,False,cons,------(f-I)
2555086,23.0,black,female,False,True,False,False,False,True,cons,--*
2555127,28.0,white,male,False,False,True,False,True,True,cons,------.-
2555144,23.0,white,female,True,False,False,False,True,True,incarrest,------(a-)
2555146,35.0,white,female,False,True,False,False,True,True,cons,------(h)
2555147,31.0,black,male,False,True,False,False,False,True,cons,------(h)
2555180,42.0,white,male,True,False,False,False,True,True,incarrest,------(a)
2555209,18.0,white,female,False,False,True,False,False,True,cons,------(f)
2555213,24.0,white,female,False,True,False,False,False,True,cons,------(a)
2555223,24.0,white,male,False,True,False,False,True,True,other,------(c-)
2555238,29.0,black,male,False,True,False,False,True,True,prob,------(a)
2555239,47.0,white,female,False,False,True,False,False,True,cons,--*
2555240,19.0,hispanic,male,False,False,True,False,True,True,cons,--*
2555283,22.0,white,female,False,False,True,False,False,True,cons,-------.-(a)
2555295,37.0,white,male,False,True,False,False,True,True,prob,------.-(f-)
2555300,25.0,white,female,False,False,True,False,False,True,cons,------(b)
2555303,19.0,white,female,True,False,False,False,True,True,k-,--*
2555309,20.0,white,female,False,False,True,False,True,True,cons,-------(c)
2555310,60.0,white,male,True,False,False,False,True,True,incarrest,------(a-)
2555347,20.0,hispanic,male,False,True,False,False,False,True,cons,--*
2555351,36.0,hispanic,male,False,True,False,False,True,True,prob,------(f)
2555352,42.0,white,male,False,False,True,False,False,True,cons,------(a)
2555353,38.0,hispanic,male,False,True,False,False,False,True,incarrest,------(f)
2555384,29.0,black,male,True,False,False,False,True,True,prob,------(a)
2555396,24.0,white,female,False,True,False,False,False,True,cons,------(h)
2555397,29.0,black,male,False,True,False,False,True,False,k-,------(e-)
2555410,23.0,black,male,False,True,False,False,True,True,exigent,------(b)
2555416,29.0,white,female,True,False,False,False,True,True,incarrest,------(a)
2555435,49.0,white,female,True,False,False,False,True,True,incarrest,------(a-)
2555436,19.0,white,female,False,True,False,False,False,True,prob,------(a-)
2555465,34.0,black,male,False,False,True,False,False,True,cons,------(i-)
