,subject_age,subject_race,subject_sex,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_stop,reason_for_search
464123,40.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464136,27.0,hispanic,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST
464188,54.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464230,19.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
464238,26.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464260,20.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
464262,28.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
464333,41.0,white,female,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
464334,32.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
464352,30.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
464474,43.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464477,31.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
464478,26.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
464487,23.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
464498,26.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
464504,50.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464515,36.0,white,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS|PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
464516,16.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS|PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
464517,31.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS|PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
464531,17.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
464532,16.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
464533,14.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
464545,21.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
464869,19.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
465110,25.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465134,34.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465135,36.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465144,29.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465215,40.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465217,28.0,white,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
465218,54.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465507,29.0,white,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465604,35.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465610,33.0,asian/pacific islander,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
465649,28.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465678,47.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465733,45.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465745,23.0,white,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
465771,24.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465778,20.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
465842,44.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
465877,34.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
465886,29.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
465901,27.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
465903,53.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
465904,38.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
465934,50.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
465946,32.0,hispanic,male,True,True,True,True,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
465969,17.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466007,26.0,black,male,True,False,True,False,CALL FOR SERVICE,NA|PROBABLE CAUSE
466008,26.0,black,male,True,False,True,True,CALL FOR SERVICE,NA|PROBABLE CAUSE
466009,24.0,black,male,True,False,True,False,CALL FOR SERVICE,NA|PROBABLE CAUSE
466010,24.0,black,male,True,False,True,True,CALL FOR SERVICE,NA|PROBABLE CAUSE
466014,26.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466023,36.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466025,19.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466041,24.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
466053,24.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466068,26.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466080,24.0,white,female,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466081,26.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466082,46.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466139,16.0,white,female,True,True,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466140,16.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466141,21.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466143,25.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466159,22.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466182,45.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466223,34.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466232,49.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466275,64.0,white,male,False,True,True,False,CALL FOR SERVICE|PRE-EXISTING KNOWLEDGE|MOTOR VEHICLE DRIVER,FRISK FOR SAFETY
466299,38.0,hispanic,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466300,35.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466314,29.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466328,35.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
466329,24.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
466360,60.0,black,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466361,38.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466396,38.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466397,45.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466407,46.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466415,26.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
466437,27.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466472,65.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466492,67.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466508,51.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466509,33.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466510,32.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466531,26.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466532,20.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466533,20.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466616,32.0,hispanic,male,False,False,True,True,VIOLATION OF CITY ORDINANCE,PROBABLE CAUSE
466624,19.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466625,17.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466626,21.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466652,32.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466703,33.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466723,23.0,hispanic,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
466741,20.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466751,19.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466773,59.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
466774,50.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
466782,55.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466801,21.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
466820,31.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466873,45.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466899,21.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE|NA
466910,25.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466911,37.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466930,41.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466945,57.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
466954,25.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466971,26.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
466972,24.0,black,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
466973,28.0,white,male,True,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
466987,31.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
467004,52.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467067,31.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467214,48.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467215,38.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467299,52.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467370,22.0,hispanic,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467371,23.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467429,47.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467430,31.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467432,24.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467439,33.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
467451,33.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467458,43.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467474,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467493,23.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467496,29.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
467513,26.0,black,male,True,True,True,True,CALL FOR SERVICE|PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
467516,51.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467606,19.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
467611,19.0,hispanic,female,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
467612,28.0,hispanic,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
467759,44.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467762,32.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
467772,46.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
467809,34.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467848,21.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
467918,23.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
468047,38.0,black,male,False,False,True,False,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
468111,28.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468137,45.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468179,47.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468180,39.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468289,21.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468290,29.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468326,50.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
468342,24.0,hispanic,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468361,26.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468378,39.0,white,male,False,True,True,False,CONSENSUAL CONTACT,FRISK FOR SAFETY
468393,36.0,black,female,False,False,True,True,PRE-EXISTING KNOWLEDGE,CONSENT
468394,41.0,black,male,False,False,True,True,PRE-EXISTING KNOWLEDGE,CONSENT
468401,19.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468402,23.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468486,56.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
468554,31.0,black,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468555,54.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468609,24.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
468714,22.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468719,28.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
468735,23.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468746,25.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
468831,33.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
468871,53.0,black,male,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
468900,43.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
468910,23.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468911,21.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
468927,21.0,black,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
468928,20.0,black,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
468929,19.0,black,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
468987,26.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469007,34.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469056,31.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
469078,24.0,black,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469079,38.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469081,62.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469207,43.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469257,24.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
469302,17.0,hispanic,female,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
469303,18.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
469310,23.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469311,17.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469323,33.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469343,52.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469403,28.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469413,24.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469474,59.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469507,50.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469541,66.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469550,57.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
469567,45.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469670,20.0,hispanic,female,False,True,True,True,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
469671,20.0,hispanic,male,False,True,True,True,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
469684,19.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469729,23.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469730,21.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469736,20.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
469737,17.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
469746,36.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469752,62.0,white,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469753,21.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
469777,17.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469792,41.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469805,44.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469823,25.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469828,42.0,black,female,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
469829,46.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
469858,29.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
469905,21.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469912,21.0,black,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
469918,30.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
469961,24.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469962,24.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
469979,24.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
469990,28.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
470004,40.0,hispanic,female,False,True,True,False,SUSPICIOUS PERSON / VEHICLE|CALL FOR SERVICE,FRISK FOR SAFETY
470027,26.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470028,25.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470029,35.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470034,21.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470076,68.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470274,44.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470277,29.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470278,38.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470454,19.0,hispanic,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470455,22.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470460,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470488,26.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470498,24.0,black,male,True,False,True,True,CONSENSUAL CONTACT,PROBABLE CAUSE
470499,20.0,black,male,True,False,True,True,CONSENSUAL CONTACT,PROBABLE CAUSE
470500,19.0,black,male,True,False,True,True,CONSENSUAL CONTACT,PROBABLE CAUSE
470532,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470547,26.0,asian/pacific islander,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
470553,35.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470554,24.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
470580,29.0,black,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
