,subject_age,subject_race,subject_sex,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_stop,reason_for_search
119291,19.0,white,female,False,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119292,24.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
119356,40.0,white,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
119372,26.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
119386,48.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
119421,17.0,hispanic,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119422,20.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119429,36.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119435,17.0,white,female,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
119451,30.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119452,25.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
119733,20.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
119750,22.0,white,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
119762,40.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
119872,30.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
119933,20.0,white,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
119952,54.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
119968,29.0,white,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
119973,18.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120021,23.0,hispanic,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120033,32.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
120044,17.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120050,22.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
120051,19.0,hispanic,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
120052,14.0,hispanic,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
120053,30.0,black,male,False,False,True,True,OTHER,PROBABLE CAUSE
120054,25.0,black,male,False,False,True,True,OTHER,PROBABLE CAUSE
120059,25.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
120077,20.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120078,20.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120079,19.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120080,19.0,black,female,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120081,20.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120082,20.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120083,18.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120084,18.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
120104,24.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
120105,19.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
120149,22.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120162,22.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
120192,31.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
120429,38.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120464,26.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120515,20.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
120549,41.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
120675,25.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
120697,31.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120751,19.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
120921,17.0,hispanic,female,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
120927,18.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121140,38.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121144,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121145,17.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121152,33.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
121161,27.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
121176,27.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
121197,27.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
121254,32.0,asian/pacific islander,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
121284,19.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
121432,39.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
121554,18.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121583,24.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
121655,38.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
121846,43.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
122016,33.0,white,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
122137,29.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
122235,31.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
122246,47.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
122291,18.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
122313,51.0,white,male,False,False,True,False,CALL FOR SERVICE,CONSENT
122465,24.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
122538,23.0,hispanic,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
122571,51.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
122577,40.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
122578,59.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
122602,58.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
122655,53.0,black,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
122748,52.0,white,male,False,True,True,True,OTHER,FRISK FOR SAFETY
122860,26.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
122871,29.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
122885,22.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
122890,31.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
122945,19.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
122956,20.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
122979,26.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
123039,40.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
123171,41.0,black,male,True,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
123180,39.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123201,48.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123202,34.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123207,31.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
123257,54.0,white,male,False,False,True,True,VIOLATION OF CITY ORDINANCE,CONSENT
123272,52.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
123294,28.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
123297,25.0,white,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
123306,46.0,white,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
123320,18.0,hispanic,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
123350,25.0,hispanic,female,False,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
123363,52.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
123395,19.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123401,28.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123412,57.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123606,52.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123650,22.0,white,male,False,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
123652,34.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123732,39.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
123850,23.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
123867,31.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124057,28.0,white,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
124408,32.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
124549,18.0,black,male,False,True,True,False,OTHER,FRISK FOR SAFETY
124564,25.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124575,23.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124586,30.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124688,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124689,19.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
124690,48.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
124785,30.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
124802,44.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
124825,28.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
124909,34.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
124949,38.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
124950,29.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,PROBABLE CAUSE
124955,57.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125038,19.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
125109,42.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125118,25.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
125165,18.0,hispanic,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
125172,19.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125192,27.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY|NA
125211,23.0,hispanic,male,True,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
125231,42.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125274,34.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125299,44.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125300,23.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125339,37.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
125612,18.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
125632,39.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125637,24.0,hispanic,male,True,False,True,True,CONSENSUAL CONTACT,PROBABLE CAUSE
125654,32.0,white,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
125663,22.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125673,28.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125727,36.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125825,25.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125844,18.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125899,39.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125927,38.0,white,female,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
125930,28.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125936,18.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125944,44.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
125968,32.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125989,35.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
125992,39.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
126008,18.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
126022,48.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126026,53.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126072,29.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
126103,40.0,white,female,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
126108,20.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
126114,53.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126179,19.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126195,17.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
126196,17.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
126308,18.0,black,male,False,False,True,True,VIOLATION OF CITY ORDINANCE,CONSENT
126309,16.0,white,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
126318,32.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126354,34.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126357,18.0,white,female,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126358,22.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
126359,18.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126408,20.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126409,16.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126427,19.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126476,28.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,INCIDENTAL TO ARREST
126503,32.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,NA|FRISK FOR SAFETY
126563,22.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
126570,41.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126622,17.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126623,19.0,black,female,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126695,30.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
126785,32.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126787,24.0,hispanic,male,False,True,True,False,OTHER,FRISK FOR SAFETY
126789,46.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126790,35.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
126864,49.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
126865,42.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
126875,68.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
126931,43.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
127053,26.0,black,male,False,True,True,True,OTHER,FRISK FOR SAFETY
127113,30.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
127117,23.0,white,female,True,True,True,True,OTHER,FRISK FOR SAFETY
127126,24.0,black,female,False,False,True,True,OTHER,CONSENT
127137,41.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127174,22.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127189,22.0,white,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
127222,46.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127255,32.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
127264,26.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
127500,27.0,white,female,True,False,False,True,CALL FOR SERVICE,CONSENT
127520,58.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
127610,33.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
127677,32.0,black,male,False,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
127679,18.0,black,male,True,True,True,False,OTHER,FRISK FOR SAFETY
127713,36.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127730,22.0,white,male,True,True,False,True,OTHER,FRISK FOR SAFETY
127735,33.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127752,21.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
127760,21.0,hispanic,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
127761,21.0,white,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
127762,21.0,hispanic,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
127768,21.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
127776,39.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
127799,52.0,white,male,True,True,True,False,OTHER,FRISK FOR SAFETY
127808,27.0,white,male,True,True,False,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
127818,45.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127825,43.0,white,male,True,True,True,False,OTHER,FRISK FOR SAFETY
127839,20.0,black,male,True,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
127857,20.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
127878,22.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
127897,23.0,black,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
127929,24.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127930,20.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
127936,21.0,black,female,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
127986,18.0,black,female,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
127987,18.0,black,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
127988,40.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
127989,33.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
128057,21.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128058,20.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128069,46.0,white,male,False,False,True,False,CONSENSUAL CONTACT,CONSENT
128183,44.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
128207,19.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY|CONSENT
128403,31.0,white,female,False,True,True,False,CALL FOR SERVICE,NA|FRISK FOR SAFETY
128404,18.0,white,female,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
128411,27.0,hispanic,male,False,False,True,False,OTHER,NA|PROBABLE CAUSE
128441,23.0,hispanic,male,True,False,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
128442,22.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128445,21.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128465,50.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
128466,44.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
128474,19.0,white,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,NA|FRISK FOR SAFETY
128564,83.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128584,51.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128603,19.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
128604,19.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
128620,39.0,hispanic,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
128623,32.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
128641,40.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
128737,26.0,white,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
128765,31.0,black,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
128775,23.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
128976,33.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
128988,35.0,black,male,True,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
129083,33.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
129257,20.0,hispanic,male,True,True,False,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129301,34.0,white,female,False,False,True,False,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
129302,47.0,black,male,False,False,True,False,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE
129327,19.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
129332,26.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
