,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_person,search_vehicle,reason_for_search,reason_for_stop
1779,23.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
1811,33.0,hispanic,male,False,,,False,True,False,-th Waiver Search,Equipment Violation
1862,30.0,asian/pacific islander,male,False,True,False,False,True,False,Consent Search,Moving Violation
1868,24.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
1878,21.0,black,male,True,False,True,False,True,False,Search incident to Arrest,Equipment Violation
1904,25.0,white,female,False,False,True,False,True,False,-th Waiver Search,Moving Violation
1905,40.0,hispanic,female,False,True,False,False,False,True,-th Waiver Search,Equipment Violation
1920,53.0,white,male,False,True,False,False,True,True,-th Waiver Search,Personal Knowledge/Informant
1923,22.0,hispanic,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
1944,19.0,hispanic,male,False,True,False,False,True,False,"Other, NO ID WHILE DRIVING A CAR",Equipment Violation
1969,54.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
1982,32.0,black,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
2050,32.0,white,male,False,True,False,False,False,True,-th Waiver Search,Moving Violation
2087,21.0,black,male,False,True,False,False,True,True,Odor of Contraband,Radio Call/Citizen Contact
2094,25.0,white,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
2103,21.0,asian/pacific islander,male,False,True,False,True,False,True,Odor of Contraband|Contraband Visible,Moving Violation
2116,24.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
2127,34.0,black,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2140,60.0,white,male,False,False,False,False,True,True,Consent Search,Equipment Violation
2234,20.0,hispanic,female,False,True,False,False,True,True,"Other, NO CDL OR ID",Equipment Violation
2245,40.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
2258,63.0,black,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2281,20.0,black,female,False,True,False,False,True,True,"Other, PATDOWN",Equipment Violation
2291,29.0,asian/pacific islander,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2294,47.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
2375,22.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
2391,17.0,hispanic,male,True,False,False,False,True,False,-th Waiver Search,Moving Violation
2430,60.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
2443,32.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2469,43.0,black,male,False,False,True,False,False,True,-th Waiver Search,Moving Violation
2503,19.0,hispanic,male,False,False,True,False,True,False,"Contraband Visible, MARIJUANA",Equipment Violation
2523,45.0,white,male,False,False,False,False,True,False,"-th Waiver Search, OF PASSANGER",Equipment Violation
2524,28.0,hispanic,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
2546,26.0,hispanic,male,False,False,True,False,False,True,-th Waiver Search,Moving Violation
2557,30.0,asian/pacific islander,male,False,False,True,False,True,False,Consent Search,Equipment Violation
2559,27.0,asian/pacific islander,male,False,False,False,False,True,True,Consent Search,Equipment Violation
2561,23.0,black,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2572,18.0,hispanic,male,False,True,False,True,False,True,Inventory Search [Prior to Impound],Equipment Violation
2577,51.0,white,female,False,False,True,False,False,True,-th Waiver Search,Moving Violation
2609,45.0,hispanic,male,False,False,True,False,False,True,Contraband Visible,Moving Violation
2670,20.0,hispanic,male,False,False,False,False,True,False,Consent Search,Radio Call/Citizen Contact
2682,21.0,hispanic,male,True,False,False,False,True,False,Consent Search,Radio Call/Citizen Contact
2700,25.0,black,female,False,False,False,False,True,False,"Other, SEARCH FOR ID",Moving Violation
2705,28.0,hispanic,male,True,False,False,True,True,True,Inventory Search [Prior to Impound],Equipment Violation
2717,24.0,black,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
2744,44.0,black,male,False,False,True,False,False,True,Consent Search,Moving Violation
2835,27.0,hispanic,female,False,False,False,True,True,True,"Other, FELON POSS OF FIREARM",Moving Violation
2864,65.0,white,male,True,True,False,True,True,False,Contraband Visible,Moving Violation
2893,24.0,black,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
2919,21.0,black,female,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
2921,26.0,white,male,True,,,False,False,True,Search incident to Arrest,Moving Violation
2968,25.0,white,male,False,True,False,False,True,True,-th Waiver Search,Equipment Violation
2970,25.0,other,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
2986,23.0,asian/pacific islander,female,False,False,False,False,True,False,-th Waiver Search,Moving Violation
2991,20.0,black,male,False,True,False,True,True,True,Contraband Visible,Equipment Violation
2992,22.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
3010,25.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
3018,25.0,white,male,False,True,False,False,True,True,"Inventory Search [Prior to Impound], CONSENT",Moving Violation
3028,22.0,white,male,False,True,False,False,False,True,Consent Search,Equipment Violation
3057,21.0,hispanic,male,False,True,False,True,True,False,-h Waiver Search,Moving Violation
3068,39.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
3078,33.0,black,male,False,True,False,False,False,True,Consent Search,Equipment Violation
3081,35.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
3102,29.0,black,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
3118,31.0,hispanic,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
3129,38.0,black,male,False,False,True,False,False,True,Odor of Contraband,Moving Violation
3130,52.0,other,female,False,False,True,False,True,False,-th Waiver Search,"Muni, County, H&S Code"
3193,38.0,white,male,False,False,True,False,True,True,-th Waiver Search,Moving Violation
3194,21.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
3195,23.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
3196,41.0,white,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
3199,46.0,hispanic,male,False,True,False,False,False,True,-h Waiver Search,Moving Violation
3287,34.0,black,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
3289,47.0,white,male,False,True,False,False,True,False,-th Waiver Search,"Muni, County, H&S Code"
3291,28.0,black,male,False,False,False,False,False,True,Consent Search,Moving Violation
3326,26.0,white,male,False,True,False,False,False,True,Inventory Search,Moving Violation
3372,47.0,black,male,True,False,False,False,False,True,Search incident to Arrest,Equipment Violation
3394,26.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
3403,29.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
3409,25.0,hispanic,male,False,False,False,False,False,True,Consent Search,Equipment Violation
3410,45.0,hispanic,male,True,False,False,True,False,True,-th Waiver Search,Equipment Violation
3411,32.0,asian/pacific islander,male,False,False,True,False,False,True,"-th Waiver Search, PASSENGER IS -TH FOR DV","Muni, County, H&S Code"
3412,28.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
3421,35.0,hispanic,male,True,False,False,True,False,True,Observed Evidence related to criminal,Moving Violation
3428,22.0,black,male,False,False,True,False,True,False,"-th Waiver Search, PROBATION",Moving Violation
3444,55.0,hispanic,male,True,,,False,True,False,"Search incident to Arrest, SEARCHED",Moving Violation
3486,34.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
3543,35.0,black,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
3580,48.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
3581,34.0,black,male,False,False,True,False,False,True,Consent Search,Moving Violation
3586,18.0,black,male,False,False,False,False,True,True,Odor of Contraband,Moving Violation
3590,24.0,black,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
3599,24.0,hispanic,male,True,False,False,False,True,True,Consent Search,Moving Violation
3602,28.0,other,male,True,False,False,False,True,False,Search incident to Arrest,Personal Knowledge/Informant
3604,63.0,black,male,False,True,False,False,True,False,Consent Search,Equipment Violation
3611,21.0,hispanic,male,False,True,False,False,True,True,Inventory Search [Prior to Impound],Equipment Violation
3634,20.0,hispanic,male,True,False,True,False,True,False,-th Waiver Search,Moving Violation
3643,19.0,black,female,True,False,False,True,False,True,"Odor of Contraband, MARIJUANA","Muni, County, H&S Code"
3644,27.0,asian/pacific islander,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
3664,30.0,white,male,False,False,False,False,True,False,Search incident to Arrest,Moving Violation
3674,23.0,hispanic,male,True,False,False,True,False,True,Search incident to Arrest,Moving Violation
3683,38.0,black,male,False,False,True,False,True,True,Consent Search,Equipment Violation
3718,46.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
3722,49.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
3727,42.0,black,female,True,False,False,False,True,True,Search incident to Arrest,Equipment Violation
3762,32.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
3820,25.0,hispanic,male,False,True,False,False,True,False,-th Waiver Search,Moving Violation
3840,24.0,white,male,False,True,False,False,False,True,"Odor of Contraband, CONSENT",Equipment Violation
3871,35.0,black,male,False,False,True,False,True,False,Consent Search,Equipment Violation
3872,20.0,white,female,True,,,True,False,True,-th Waiver Search,Personal Knowledge/Informant
3886,34.0,white,male,True,False,False,True,True,True,"Other, NO ID",Equipment Violation
3891,25.0,asian/pacific islander,female,True,False,False,False,True,False,Search incident to Arrest,Radio Call/Citizen Contact
3901,36.0,black,male,False,False,True,False,True,False,Consent Search,Equipment Violation
3906,29.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
3940,26.0,hispanic,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
3942,30.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
3975,23.0,black,female,False,False,True,False,False,True,-th Waiver Search,Moving Violation
3976,26.0,black,female,False,False,True,False,False,True,-th Waiver Search,Moving Violation
4004,21.0,hispanic,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
4032,17.0,black,female,False,False,True,False,False,True,Consent Search,Equipment Violation
4035,34.0,black,male,True,False,False,False,True,False,Search incident to Arrest,"Suspect Info (I.S., Bulletin, Log)"
4052,30.0,hispanic,male,False,False,False,False,False,True,Consent Search,Equipment Violation
4076,25.0,hispanic,female,False,,,False,False,True,Consent Search,Moving Violation
4077,17.0,hispanic,male,False,True,False,False,False,True,Consent Search,Moving Violation
4079,38.0,hispanic,male,False,False,False,False,False,True,Search incident to Arrest,Equipment Violation
4094,18.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4097,20.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
4128,21.0,black,male,False,False,False,False,False,True,Consent Search,Equipment Violation
4129,40.0,hispanic,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4130,19.0,hispanic,male,True,False,False,True,False,True,Contraband Visible,Moving Violation
4146,18.0,black,female,False,True,False,False,False,True,Observed Evidence related to criminal,"Muni, County, H&S Code"
4155,59.0,black,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
4186,20.0,hispanic,male,False,True,False,False,True,True,Inventory Search [Prior to Impound],Equipment Violation
4201,43.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
4212,22.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],"Muni, County, H&S Code"
4226,25.0,black,male,False,False,False,False,True,True,-th Waiver Search,Moving Violation
4228,35.0,hispanic,male,True,False,False,True,True,False,Search incident to Arrest,"Suspect Info (I.S., Bulletin, Log)"
4230,40.0,asian/pacific islander,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
4240,47.0,white,male,False,True,False,True,True,True,-th Waiver Search,Equipment Violation
4247,47.0,white,male,False,True,False,True,False,True,Odor of Contraband|Inventory Search,Equipment Violation
4271,25.0,black,male,False,True,False,False,True,True,-th Waiver Search,Equipment Violation
4370,25.0,black,male,False,True,False,False,True,False,-th Waiver Search,Moving Violation
4374,54.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4401,42.0,hispanic,male,True,False,False,True,True,True,-th Waiver Search,Equipment Violation
4406,35.0,hispanic,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
4409,20.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4441,35.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4442,40.0,white,female,False,False,False,False,False,True,Consent Search,Equipment Violation
4466,45.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4475,40.0,asian/pacific islander,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4480,22.0,white,female,True,False,False,True,True,True,Observed Evidence related to criminal,Equipment Violation
4481,35.0,white,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4510,19.0,hispanic,male,False,False,True,False,True,True,Search incident to Arrest,Moving Violation
4520,26.0,white,male,False,False,False,False,True,False,Consent Search,Radio Call/Citizen Contact
4578,24.0,hispanic,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
4615,40.0,asian/pacific islander,male,True,False,False,False,True,False,Search incident to Arrest,Radio Call/Citizen Contact
4642,24.0,black,female,False,False,True,False,True,False,Consent Search,Moving Violation
4646,28.0,hispanic,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
4666,40.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
4673,50.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
4701,28.0,white,male,False,False,True,False,True,False,-h Waiver Search,Equipment Violation
4734,22.0,hispanic,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
4741,26.0,black,female,False,True,False,False,True,True,-th Waiver Search,Equipment Violation
4752,17.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
4753,32.0,black,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4761,27.0,other,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
4772,30.0,other,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4781,25.0,asian/pacific islander,female,True,,,False,True,False,Search incident to Arrest,Moving Violation
4788,20.0,hispanic,female,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
4796,24.0,black,female,False,False,False,False,False,True,Consent Search,Equipment Violation
4801,44.0,black,male,True,False,False,False,True,True,-th Waiver Search,Equipment Violation
4802,49.0,black,male,True,False,False,False,True,False,Search Incident To Arrest,Moving Violation
4841,36.0,hispanic,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
4848,35.0,black,male,False,False,True,False,True,True,-th Waiver Search,Moving Violation
4859,48.0,hispanic,male,False,False,True,False,False,True,Inventory Search [Prior to Impound],"Muni, County, H&S Code"
4867,56.0,black,male,False,False,True,False,True,False,"Other, CONCENTUAL SEARCH",Radio Call/Citizen Contact
4874,42.0,white,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
4888,28.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
4903,19.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
4905,32.0,white,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
5021,23.0,hispanic,female,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
5049,50.0,white,female,False,True,False,False,True,True,-h Waiver Search,Moving Violation
5063,18.0,hispanic,male,False,False,True,False,True,False,Consent Search,Moving Violation
5070,26.0,black,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
5082,27.0,hispanic,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
5091,43.0,white,male,False,True,False,False,True,True,Consent Search,Equipment Violation
5095,29.0,hispanic,male,True,False,False,False,True,True,Search Incident To Arrest,Moving Violation
5115,21.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
5158,18.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
5185,26.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
5195,40.0,black,male,False,True,False,False,True,True,-h Waiver Search,Moving Violation
5214,46.0,black,male,False,False,True,True,True,True,-th Waiver Search,Equipment Violation
5224,45.0,hispanic,male,False,False,False,False,True,True,-h Waiver Search,Moving Violation
5225,27.0,hispanic,male,False,False,False,False,False,True,Consent Search,Moving Violation
5280,23.0,white,male,True,True,False,False,True,True,Search incident to Arrest,Moving Violation
5298,33.0,asian/pacific islander,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
5326,18.0,hispanic,male,False,,,False,False,True,Inventory Search,Moving Violation
5354,47.0,black,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
5360,29.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
5377,31.0,hispanic,male,True,,,False,True,True,Inventory Search [Prior to Impound],Equipment Violation
5393,20.0,hispanic,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
5400,25.0,white,male,False,False,False,False,True,True,-th Waiver Search,Radio Call/Citizen Contact
5420,21.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
5450,32.0,hispanic,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
5455,51.0,hispanic,male,False,True,False,False,False,True,Inventory Search,Moving Violation
5465,17.0,hispanic,male,False,True,False,False,True,True,"Odor of Contraband, INVENTORY SEARCH",Moving Violation
5481,33.0,asian/pacific islander,male,False,False,False,False,False,True,Consent Search,Equipment Violation
5527,22.0,asian/pacific islander,male,False,False,False,False,False,True,Consent Search,Moving Violation
5535,45.0,black,male,False,False,False,False,True,True,-th Waiver Search,Moving Violation
5540,39.0,hispanic,male,True,True,False,False,True,True,Consent Search|Search Incident To Arrest|Inventory Search,Moving Violation
5542,30.0,black,male,False,False,False,False,True,False,Consent Search,Equipment Violation
5549,21.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
5572,30.0,asian/pacific islander,male,False,False,False,False,False,True,Consent Search,Moving Violation
5579,34.0,black,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
5600,28.0,black,male,False,False,False,False,True,False,-th Waiver Search,Moving Violation
5612,40.0,black,male,False,True,False,False,True,True,-h Waiver Search,Moving Violation
5706,41.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
5759,26.0,hispanic,male,False,True,False,False,True,True,"-th Waiver Search, ONS FOR SMUGGLING",Equipment Violation
5795,40.0,hispanic,male,True,False,False,True,True,True,"Canine, COMPLETED BY FED AGENCY",Equipment Violation
5835,41.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
5871,26.0,black,male,True,False,False,False,True,False,Search Incident To Arrest,Moving Violation
5896,34.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Equipment Violation
5984,35.0,black,female,False,False,True,False,True,False,-th Waiver Search,Moving Violation
6007,22.0,hispanic,male,False,False,True,True,True,False,Odor of Contraband,Equipment Violation
6032,23.0,asian/pacific islander,female,True,,,True,True,False,-th Waiver Search,Moving Violation
6039,32.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
6073,51.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound]|Inventory Search [Prior to Impound]|Inventory Search [Prior to Impound]|Inventory Search,Moving Violation
6128,21.0,black,male,False,True,False,False,True,False,-th Waiver Search,Moving Violation
6147,51.0,white,male,False,True,False,False,True,True,-h Waiver Search,Moving Violation
6158,31.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
6175,46.0,white,male,True,False,False,True,True,True,Consent Search,Equipment Violation
6193,28.0,hispanic,female,False,False,True,False,True,False,"Search incident to Arrest, PASSENGER ARRESTED",Equipment Violation
6204,52.0,black,male,False,False,True,False,False,True,Consent Search,Equipment Violation
6237,32.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
6282,40.0,hispanic,male,False,False,True,False,True,False,Consent Search,Equipment Violation
6288,21.0,white,male,False,True,False,False,False,True,Inventory Search,Moving Violation
6298,23.0,asian/pacific islander,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
6302,32.0,asian/pacific islander,male,True,,,True,True,False,Search incident to Arrest,"Suspect Info (I.S., Bulletin, Log)"
6349,40.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound]|NA,Equipment Violation
6406,58.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
6411,30.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
6432,22.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
6496,19.0,black,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
6527,44.0,asian/pacific islander,male,False,False,False,False,True,False,-th Waiver Search,Moving Violation
6570,45.0,white,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
6577,40.0,black,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
6592,21.0,black,male,False,False,True,False,False,True,Consent Search,Moving Violation
6593,23.0,hispanic,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
6626,20.0,white,male,False,True,False,False,True,False,-th Waiver Search,"Muni, County, H&S Code"
6637,27.0,white,male,False,False,True,False,True,False,Consent Search,Equipment Violation
6642,44.0,white,male,False,True,False,False,True,False,Contraband Visible,"Muni, County, H&S Code"
6673,44.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
6674,31.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
6702,26.0,hispanic,female,False,True,False,False,False,True,-th Waiver Search,Moving Violation
6706,29.0,white,male,True,True,False,True,False,True,-th Waiver Search,Equipment Violation
6711,31.0,white,female,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
6727,36.0,asian/pacific islander,male,False,True,False,False,True,False,Consent Search,Moving Violation
6728,26.0,black,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
6735,25.0,black,male,False,False,False,False,True,False,Consent Search,Personal Knowledge/Informant
6746,53.0,black,male,False,True,False,False,True,False,-th Waiver Search,Personal Knowledge/Informant
6748,21.0,asian/pacific islander,male,False,False,False,True,True,False,Consent Search,Radio Call/Citizen Contact
6757,21.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Personal Knowledge/Informant
6810,43.0,white,male,True,False,False,False,True,True,NA|Consent Search,Moving Violation
6813,19.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
6816,24.0,black,male,False,True,False,False,True,False,Consent Search,Equipment Violation
