,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_person,search_vehicle,reason_for_search,reason_for_stop
43059,22.0,black,male,True,False,False,False,False,True,-th Waiver Search,Equipment Violation
43065,22.0,hispanic,male,True,,,True,True,False,Search incident to Arrest,Equipment Violation
43067,26.0,asian/pacific islander,male,True,False,False,True,True,True,Inventory Search [Prior to Impound],"Suspect Info (I.S., Bulletin, Log)"
43108,45.0,white,female,False,False,True,False,True,True,-th Waiver Search,Personal Knowledge/Informant
43109,21.0,black,female,True,,,False,True,True,Search incident to Arrest,Equipment Violation
43111,33.0,black,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
43123,35.0,white,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
43160,27.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43177,59.0,black,male,True,False,False,False,True,True,Inventory Search [Prior to Impound],Moving Violation
43212,34.0,white,male,False,False,False,False,True,True,Consent Search,Moving Violation
43250,33.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43293,44.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43462,47.0,hispanic,male,False,True,True,False,True,False,Consent Search,Equipment Violation
43470,36.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43479,36.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43509,36.0,other,female,False,True,False,False,False,True,Inventory Search|Inventory Search [Prior to Impound],Moving Violation
43512,18.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43513,43.0,hispanic,male,False,,,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43517,52.0,black,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
43548,26.0,black,male,False,True,False,False,False,True,Inventory Search,Equipment Violation
43573,55.0,hispanic,male,False,True,False,False,False,True,Inventory Search,Moving Violation
43574,40.0,asian/pacific islander,male,False,False,True,False,True,False,NA|-th Waiver Search,Equipment Violation
43600,25.0,white,female,True,False,False,True,False,True,Search incident to Arrest,Moving Violation
43604,19.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43616,27.0,black,male,False,False,True,False,True,True,-th Waiver Search,Moving Violation
43630,50.0,white,male,False,False,True,False,True,True,-h Waiver Search,Equipment Violation
43632,18.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43643,22.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43666,23.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43668,21.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
43669,23.0,black,male,False,True,False,False,True,False,-th Waiver Search,Moving Violation
43672,22.0,other,male,True,False,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
43675,46.0,white,male,False,True,False,False,False,True,Consent Search,Equipment Violation
43752,26.0,hispanic,female,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
43808,25.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
43843,42.0,asian/pacific islander,female,True,False,False,True,True,True,Consent Search,Equipment Violation
43856,60.0,hispanic,male,True,True,False,False,False,True,Inventory Search,Moving Violation
44053,23.0,asian/pacific islander,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
44059,28.0,white,male,False,False,True,False,True,True,Consent Search,Moving Violation
44063,26.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation|Equipment Violation
44091,34.0,black,male,False,False,True,False,True,False,Consent Search,Moving Violation
44093,30.0,white,female,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
44115,32.0,black,male,True,False,False,False,True,False,Search incident to Arrest,"Suspect Info (I.S., Bulletin, Log)"
44127,26.0,hispanic,male,False,False,True,False,True,False,Odor of Contraband,Equipment Violation
44128,38.0,hispanic,male,False,False,True,False,True,False,Consent Search,Equipment Violation
44140,29.0,white,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
44177,27.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
44178,33.0,white,female,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
44200,30.0,white,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
44217,26.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
44254,24.0,hispanic,male,False,True,False,False,False,True,Consent Search,Moving Violation
44261,32.0,hispanic,female,False,True,False,False,True,True,-th Waiver Search,Moving Violation
44426,23.0,black,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
44461,26.0,black,male,False,True,False,False,True,True,Consent Search,Equipment Violation
44556,38.0,white,male,True,False,False,True,True,True,Consent Search|Search Incident To Arrest|Inventory Search,Moving Violation
44574,35.0,white,female,False,True,False,False,False,True,Inventory Search,Moving Violation
44600,31.0,hispanic,female,False,True,False,False,True,True,"Other, -----(A) VC",Equipment Violation
44605,32.0,hispanic,male,False,False,False,False,True,True,Consent Search,Moving Violation
44610,20.0,black,male,True,False,False,False,True,False,-th Waiver Search,Equipment Violation
44625,30.0,hispanic,male,False,False,False,False,True,False,Consent Search,Moving Violation
44635,21.0,hispanic,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
44649,24.0,black,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
44691,34.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
44734,32.0,white,male,True,False,False,False,True,True,Search incident to Arrest,Equipment Violation
44769,58.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
44803,45.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
44805,21.0,white,male,True,False,False,True,True,False,Contraband Visible,Moving Violation
44810,23.0,asian/pacific islander,female,True,False,False,False,False,True,Search incident to Arrest,Moving Violation
44813,28.0,black,male,False,False,True,False,True,True,"Other, PAROLE SEARCH",Moving Violation
44819,35.0,hispanic,female,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
44843,28.0,black,male,False,False,False,False,True,True,Odor of Contraband,Moving Violation
44849,28.0,hispanic,male,True,,,False,True,False,Inventory Search [Prior to Impound],Moving Violation
44949,21.0,hispanic,male,True,False,False,False,False,True,Search incident to Arrest,Moving Violation
45061,23.0,asian/pacific islander,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
45076,45.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45117,30.0,other,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
45133,22.0,hispanic,female,False,False,True,False,True,False,-th Waiver Search,Moving Violation
45134,30.0,hispanic,male,False,False,True,False,True,False,Consent Search,Equipment Violation
45177,25.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
45193,39.0,black,male,True,False,False,False,False,True,Search incident to Arrest,Moving Violation
45209,33.0,black,male,False,False,True,True,False,True,-th Waiver Search,Moving Violation
45235,24.0,hispanic,female,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
45275,18.0,hispanic,male,True,False,False,False,True,False,Search Incident To Arrest,Equipment Violation
45277,24.0,asian/pacific islander,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
45288,26.0,black,male,False,False,False,False,True,True,-th Waiver Search,Radio Call/Citizen Contact
45295,26.0,hispanic,male,False,True,False,False,False,True,-th Waiver Search,Moving Violation
45297,29.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45331,28.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
45368,22.0,hispanic,male,False,True,False,True,True,True,Consent Search,Moving Violation
45383,19.0,white,female,False,True,False,False,True,True,"-th Waiver Search, CONSENT FOR PASSENGER",Equipment Violation
45397,28.0,white,female,False,True,False,False,False,True,Inventory Search,Moving Violation
45399,34.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45457,29.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
45468,31.0,black,male,False,False,False,False,False,True,Consent Search,Equipment Violation
45478,20.0,hispanic,male,False,,,False,True,True,Consent Search,Equipment Violation
45481,21.0,hispanic,male,True,False,True,False,True,False,Search incident to Arrest,Equipment Violation
45508,24.0,hispanic,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
45528,26.0,black,female,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
45533,43.0,asian/pacific islander,male,True,False,False,False,True,False,-th Waiver Search,Equipment Violation
45559,46.0,black,female,False,False,True,False,True,False,Consent Search,Moving Violation
45578,19.0,hispanic,male,False,False,True,False,True,True,Evid of Criminal Activity,Moving Violation
45597,27.0,hispanic,female,True,,,False,False,True,Inventory Search,Moving Violation
45601,26.0,black,male,False,True,False,False,False,True,Contraband Visible,Equipment Violation
45624,36.0,hispanic,male,False,True,False,False,True,True,-th Waiver Search,Personal Knowledge/Informant
45633,35.0,asian/pacific islander,male,True,True,False,False,False,True,Search incident to Arrest,Moving Violation
45653,22.0,hispanic,male,False,False,True,True,True,True,-th Waiver Search,Moving Violation
45656,34.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45661,28.0,white,female,True,False,False,False,True,False,-h Waiver Search,Moving Violation
45662,36.0,white,male,False,False,False,False,True,False,-h Waiver Search,Moving Violation
45677,28.0,white,female,False,True,False,False,True,True,-h Waiver Search,Moving Violation
45702,39.0,hispanic,male,False,True,False,False,True,True,Consent Search,Equipment Violation
45720,54.0,white,male,False,True,False,False,False,True,Inventory Search,Equipment Violation
45750,22.0,hispanic,male,True,False,False,False,True,True,"Other, ARREST",Moving Violation
45761,27.0,hispanic,male,False,True,False,False,False,True,-th Waiver Search,Equipment Violation
45780,38.0,hispanic,male,True,,,False,True,True,Search incident to Arrest,Moving Violation
45809,20.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
45811,29.0,white,male,False,True,False,False,False,True,Inventory Search,Equipment Violation
45820,31.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45831,19.0,white,male,False,False,True,False,False,True,"Odor of Contraband, VERBAL CONSENT",Personal Knowledge/Informant
45835,32.0,asian/pacific islander,female,False,,,False,True,True,-th Waiver Search,Moving Violation
45837,18.0,hispanic,male,False,False,False,False,True,False,Consent Search,Equipment Violation
45843,26.0,black,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
45875,34.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
45888,20.0,hispanic,male,False,False,False,False,False,True,Consent Search,Equipment Violation
46012,40.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
46028,51.0,white,male,False,True,False,False,False,True,Contraband Visible,Moving Violation
46121,24.0,black,male,False,False,True,False,True,False,Consent Search,Equipment Violation
46131,42.0,black,male,False,False,True,False,False,True,Consent Search,Moving Violation
46160,45.0,black,female,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
46161,37.0,black,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
46173,57.0,black,male,False,False,True,False,False,True,-h Waiver Search,Moving Violation
46183,30.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
46184,19.0,hispanic,male,True,False,False,True,True,True,Contraband Visible|Evid of Criminal Activity,Moving Violation
46205,36.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
46245,22.0,hispanic,male,False,False,False,False,True,True,Consent Search,Equipment Violation
46249,47.0,hispanic,male,False,False,False,False,False,True,Consent Search,Equipment Violation
46253,31.0,black,female,False,True,False,False,False,True,"Other, NO LICENSE",Equipment Violation
46273,61.0,asian/pacific islander,male,False,True,False,False,False,True,Consent Search,Equipment Violation
46292,50.0,white,male,False,True,False,False,True,True,Inventory Search [Prior to Impound],Equipment Violation
46359,58.0,black,male,False,True,False,False,True,False,Consent Search,Moving Violation
46381,25.0,white,male,False,False,True,False,True,True,-h Waiver Search,Equipment Violation
46391,22.0,hispanic,male,False,False,True,False,True,False,Consent Search,Moving Violation
46521,34.0,white,male,False,False,False,False,True,False,-h Waiver Search,Moving Violation
46553,42.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
46604,21.0,white,male,False,True,False,False,True,False,Consent Search,Equipment Violation
46633,32.0,hispanic,male,False,True,False,False,True,True,Other,Moving Violation
46695,26.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
46723,32.0,black,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
46726,29.0,black,male,False,False,True,False,True,False,-th Waiver Search,Moving Violation
46739,21.0,black,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
46741,38.0,hispanic,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
46767,26.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
46780,29.0,white,male,False,True,False,False,False,True,Other,Equipment Violation
46823,48.0,hispanic,male,True,False,False,True,True,False,-h Waiver Search,Equipment Violation
46833,21.0,white,male,True,,,True,True,False,Search incident to Arrest,Moving Violation
46901,32.0,white,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
46909,40.0,white,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
46911,32.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
46913,35.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
46942,22.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
47244,44.0,white,male,False,False,True,False,True,True,Odor of Contraband|Consent Search,Equipment Violation
47254,29.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
47268,21.0,black,female,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
47269,40.0,black,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
47277,51.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Radio Call/Citizen Contact
47295,39.0,white,male,True,False,False,True,True,False,-h Waiver Search,Moving Violation
47308,27.0,hispanic,female,False,True,False,False,True,False,Consent Search,Equipment Violation
47338,30.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
47352,29.0,white,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
47389,26.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
47406,48.0,white,male,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
47436,58.0,other,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
47456,37.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
47536,49.0,white,male,False,False,False,False,True,True,-h Waiver Search,Moving Violation
47559,20.0,hispanic,male,False,True,False,False,True,False,-th Waiver Search,Equipment Violation
47622,22.0,black,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
47634,22.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
47648,45.0,hispanic,male,False,False,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
47701,23.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
47710,60.0,white,male,False,True,False,True,True,False,Consent Search,"Muni, County, H&S Code"
47720,27.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
47724,24.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
47737,51.0,black,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
47748,34.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
47775,21.0,hispanic,male,False,True,False,False,False,True,-th Waiver Search,Moving Violation
47798,60.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Radio Call/Citizen Contact
47813,43.0,white,male,False,True,False,False,False,True,Consent Search,Equipment Violation
47850,30.0,asian/pacific islander,male,False,False,True,False,False,True,-th Waiver Search,Moving Violation
47874,25.0,black,male,False,False,False,False,True,False,-h Waiver Search,Moving Violation
47886,23.0,white,male,True,,,True,True,False,Search incident to Arrest,Moving Violation
47904,24.0,hispanic,male,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
47952,23.0,hispanic,male,True,False,True,False,True,False,Search incident to Arrest,Moving Violation
47959,36.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
47964,29.0,black,male,True,False,False,False,False,True,Search Incident To Arrest,Moving Violation
47972,20.0,asian/pacific islander,male,False,False,True,False,False,True,"Other, VEHICLE MODIFICATION INSPECTIOIN",Moving Violation
47977,45.0,white,male,True,False,False,False,True,False,Search incident to Arrest,"Suspect Info (I.S., Bulletin, Log)"
48018,36.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48050,33.0,asian/pacific islander,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
48078,40.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
48087,30.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48117,53.0,white,male,False,True,False,False,True,True,-h Waiver Search,Equipment Violation
48174,25.0,hispanic,female,False,False,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
48186,45.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48199,22.0,other,male,False,True,False,True,False,True,"Odor of Contraband, SMELL OF MARIJUANA",Equipment Violation
48201,33.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48215,48.0,white,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
48233,25.0,hispanic,male,False,False,True,False,True,True,Consent Search,Equipment Violation
48239,23.0,white,male,True,False,False,False,True,True,Odor of Contraband|Consent Search,Moving Violation
48241,43.0,white,female,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
48245,26.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
48260,29.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48282,55.0,white,male,True,,,False,True,False,Search incident to Arrest,Radio Call/Citizen Contact
48290,35.0,white,male,False,False,True,False,True,True,-h Waiver Search,Moving Violation
48333,26.0,asian/pacific islander,male,False,False,True,False,True,True,-th Waiver Search,Moving Violation
48338,35.0,white,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
48351,19.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48358,27.0,black,male,False,True,False,False,False,True,Consent Search,Moving Violation
48383,28.0,white,male,False,False,True,False,False,True,Odor of Contraband,Equipment Violation
48439,46.0,hispanic,male,True,False,False,False,False,True,Search incident to Arrest,Equipment Violation
48449,35.0,other,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
48451,22.0,hispanic,male,True,,,True,True,False,Search incident to Arrest,Moving Violation
48467,51.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48490,27.0,hispanic,male,False,False,False,False,True,False,"-th Waiver Search, PAROLE: ---PC",Equipment Violation
48493,47.0,white,male,False,True,False,False,False,True,-th Waiver Search,Equipment Violation
48596,44.0,hispanic,male,False,True,False,True,False,True,Inventory Search [Prior to Impound],Radio Call/Citizen Contact
48605,33.0,hispanic,male,False,,,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48619,23.0,hispanic,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
48625,31.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
48627,56.0,asian/pacific islander,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48631,23.0,white,female,False,True,False,False,False,True,Inventory Search,Moving Violation
48654,23.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48657,40.0,asian/pacific islander,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
48661,25.0,hispanic,male,False,False,True,False,True,False,Consent Search,Equipment Violation
48674,46.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48738,31.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
48771,40.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
48782,29.0,hispanic,male,True,,,False,True,False,Search Incident To Arrest,Moving Violation
48793,31.0,white,male,True,False,False,False,True,True,Search Incident To Arrest,Moving Violation
48795,23.0,hispanic,male,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
48808,22.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
48833,18.0,hispanic,male,False,True,False,False,False,True,Consent Search,Equipment Violation
48865,35.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,"Suspect Info (I.S., Bulletin, Log)"
48899,24.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
48902,33.0,black,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
48925,28.0,hispanic,male,False,False,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
48929,29.0,black,male,False,False,False,False,True,True,-th Waiver Search,Moving Violation
48941,56.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Radio Call/Citizen Contact
48956,25.0,black,male,False,False,True,False,True,True,Other,Moving Violation
48960,35.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
49005,30.0,hispanic,female,True,False,False,False,True,False,Search incident to Arrest,Moving Violation
49036,44.0,hispanic,male,False,False,False,False,False,True,Inventory Search,Equipment Violation
49115,23.0,hispanic,male,True,,,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
49133,37.0,hispanic,female,False,False,True,False,False,True,"Other, -----(A) VC",Moving Violation
49151,32.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49194,25.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49199,25.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49226,55.0,hispanic,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49263,44.0,black,male,False,True,False,False,False,True,-th Waiver Search,Equipment Violation
49270,34.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49320,32.0,hispanic,male,False,True,False,False,True,True,-th Waiver Search,Equipment Violation
49352,30.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
49391,35.0,hispanic,male,False,False,True,False,False,True,-th Waiver Search,Moving Violation
49445,28.0,black,male,False,False,True,False,True,True,-th Waiver Search,Equipment Violation
49462,34.0,hispanic,female,False,False,False,False,True,False,-th Waiver Search,Equipment Violation
49463,57.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49503,51.0,white,male,False,False,True,False,False,True,Contraband Visible,Equipment Violation
49537,23.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49556,27.0,hispanic,male,False,True,False,False,True,True,Consent Search,Equipment Violation
49557,30.0,hispanic,male,False,False,False,False,True,False,-th Waiver Search,Moving Violation
49577,63.0,hispanic,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
49583,20.0,white,male,True,True,False,True,True,False,Search incident to Arrest,Moving Violation
49595,45.0,black,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
49603,57.0,black,male,True,False,False,True,True,True,Search incident to Arrest,Equipment Violation
49613,21.0,white,male,False,False,True,False,False,True,Consent Search|Other,Equipment Violation
49616,30.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
49621,26.0,white,male,False,True,False,False,False,True,Consent Search|Other,Equipment Violation
49667,43.0,white,female,False,True,False,False,False,True,Inventory Search,Moving Violation
49803,18.0,black,male,True,False,False,False,True,False,Search incident to Arrest,Equipment Violation
49828,24.0,black,male,False,False,False,False,True,True,-th Waiver Search,Equipment Violation
49841,36.0,white,male,False,True,False,False,True,False,-th Waiver Search,Moving Violation
49849,40.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
49900,42.0,black,male,False,False,False,False,False,True,Other,Equipment Violation
49924,45.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
49948,34.0,asian/pacific islander,male,False,False,True,False,True,True,Consent Search,Equipment Violation
49968,21.0,hispanic,female,False,False,True,False,True,False,-th Waiver Search,Equipment Violation
50011,30.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
50030,28.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50050,48.0,hispanic,male,True,False,False,False,True,True,Search incident to Arrest,Radio Call/Citizen Contact
50067,18.0,hispanic,male,False,True,False,False,True,False,Search incident to Arrest,Moving Violation
50101,24.0,white,male,True,True,False,True,True,False,Search incident to Arrest,Moving Violation
50106,26.0,hispanic,female,True,False,False,False,True,True,Search incident to Arrest,Moving Violation
50141,45.0,black,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50248,26.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Equipment Violation
50277,32.0,white,male,False,False,True,False,True,False,Consent Search,Equipment Violation
50319,53.0,black,male,True,False,False,False,True,False,Search Incident To Arrest,Moving Violation
50331,38.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
50398,24.0,white,female,False,True,False,False,False,True,Inventory Search,Moving Violation
50399,31.0,white,male,True,False,False,True,True,True,Contraband Visible|Search Incident To Arrest|Inventory Search,Radio Call/Citizen Contact
50420,44.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50478,16.0,hispanic,male,False,False,True,False,False,True,"Consent Search, TAGGER GRAFFITI ON DASH,",Moving Violation
50486,31.0,hispanic,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
50520,25.0,hispanic,male,False,True,False,False,True,False,Inventory Search [Prior to Impound],Moving Violation
50530,28.0,black,male,False,False,True,False,True,True,-th Waiver Search,Moving Violation
50535,24.0,hispanic,male,True,False,False,True,True,True,Search incident to Arrest,Equipment Violation
50546,49.0,white,male,False,False,False,False,True,False,-th Waiver Search,Moving Violation
50560,28.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50601,24.0,white,female,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50607,32.0,hispanic,male,False,False,False,False,False,True,-th Waiver Search,Equipment Violation
50610,43.0,white,male,True,False,False,True,True,True,Search incident to Arrest,Personal Knowledge/Informant
50616,27.0,black,male,False,False,False,False,False,True,"Other, SUBJECT ON PAROLE",Equipment Violation
50724,35.0,hispanic,male,False,False,True,False,False,True,"Other, -----A",Moving Violation
50739,30.0,hispanic,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Equipment Violation
50744,24.0,black,male,False,False,False,False,False,True,-th Waiver Search,Moving Violation
50949,26.0,black,male,False,False,True,False,True,False,Consent Search,Equipment Violation
50956,51.0,white,male,False,True,False,False,True,True,-th Waiver Search,Moving Violation
51012,34.0,hispanic,male,False,False,True,False,True,False,"Other, DRIVERS LICENSE NOT IN POSSESSION|Other",Equipment Violation
51014,38.0,black,male,False,False,True,False,False,True,-th Waiver Search,Equipment Violation
51015,21.0,hispanic,male,True,False,False,False,False,True,Search incident to Arrest,Moving Violation
51021,25.0,white,male,False,True,False,False,False,True,Inventory Search [Prior to Impound],Moving Violation
