,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_vehicle,reason_for_stop
318766,18.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
318769,27.0,black,female,False,True,False,False,True,Moving Violation
318778,25.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
318793,29.0,white,male,False,True,False,False,True,Moving Violation
318807,21.0,hispanic,female,False,False,False,False,True,Moving Violation
318832,44.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
318875,23.0,black,male,False,False,False,True,True,Moving Violation
318876,31.0,hispanic,male,False,False,True,False,True,Moving Violation
318903,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
318907,34.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
318912,21.0,white,male,False,False,True,True,True,Moving Violation
318913,25.0,black,male,False,False,True,False,True,Moving Violation
318919,46.0,black,female,False,True,False,True,True,Moving Violation
318926,27.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
318928,24.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
318945,42.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
318974,18.0,black,male,False,True,False,False,True,Moving Violation
319007,32.0,white,male,True,False,False,True,True,Moving Violation
319018,36.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319054,27.0,black,male,False,False,True,False,True,Moving Violation
319057,32.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319064,27.0,black,male,False,False,True,False,True,Moving Violation
319073,27.0,white,male,True,False,False,False,True,Moving Violation
319080,29.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319101,25.0,white,male,False,True,False,False,True,Moving Violation
319173,45.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319186,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319190,21.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319203,23.0,black,male,False,True,False,False,True,Moving Violation
319204,26.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319229,33.0,hispanic,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319231,26.0,black,male,False,True,False,True,True,Moving Violation
319236,24.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319256,20.0,black,male,False,True,False,False,True,Moving Violation
319258,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319260,42.0,hispanic,male,False,True,False,False,True,Moving Violation
319273,41.0,white,male,False,False,True,False,True,Moving Violation
319277,59.0,black,male,False,True,False,False,True,Moving Violation
319293,33.0,hispanic,male,False,True,False,False,True,Moving Violation
319297,18.0,black,male,False,False,False,False,True,Moving Violation
319300,28.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319307,21.0,black,male,False,True,False,False,True,Moving Violation
319330,39.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319336,71.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319342,22.0,white,male,False,True,False,False,True,Moving Violation
319346,48.0,white,male,False,True,False,False,True,Moving Violation
319363,36.0,asian/pacific islander,female,False,False,True,True,True,Moving Violation
319374,23.0,white,female,False,False,False,False,True,Moving Violation
319389,32.0,other,male,False,True,False,False,True,Moving Violation
319396,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319417,23.0,white,male,False,True,False,False,True,Moving Violation
319443,31.0,white,female,False,True,False,False,True,Moving Violation
319450,32.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319479,31.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319494,32.0,black,male,False,False,True,False,True,Moving Violation
319519,38.0,white,female,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
319530,39.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319607,23.0,hispanic,male,False,True,False,False,True,Moving Violation
319621,32.0,black,male,False,True,False,False,True,Moving Violation
319627,21.0,hispanic,male,True,False,False,False,True,Moving Violation
319629,20.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319646,26.0,black,male,False,True,False,False,True,Moving Violation
319657,34.0,black,male,False,False,False,True,True,BOLO/APB/Warrant
319670,20.0,white,male,False,True,False,True,True,Moving Violation
319690,39.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319696,30.0,hispanic,male,False,True,False,False,True,Moving Violation
319711,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319722,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319723,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
319770,25.0,black,female,False,True,False,False,True,Moving Violation
319799,23.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319843,27.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319934,30.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319935,53.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319949,21.0,hispanic,male,False,True,False,False,True,Moving Violation
319952,39.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319975,18.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
319997,26.0,asian/pacific islander,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320005,35.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320020,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
320034,29.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320047,19.0,white,female,True,False,False,False,True,Moving Violation
320051,26.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320052,19.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320053,22.0,black,male,False,True,False,False,True,Moving Violation
320054,34.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320060,25.0,asian/pacific islander,female,False,False,True,False,True,Moving Violation
320068,36.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320070,26.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
320073,24.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
320075,20.0,white,male,False,True,False,False,True,Moving Violation
320080,22.0,black,male,False,True,False,False,True,Moving Violation
320083,24.0,black,male,False,False,True,False,True,Moving Violation
320105,26.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320117,23.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320124,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
320157,33.0,hispanic,male,False,True,False,False,True,Moving Violation
320192,23.0,black,male,False,True,False,False,True,Moving Violation
320207,21.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320210,26.0,black,male,False,False,False,False,True,Moving Violation
320263,45.0,black,male,False,True,False,False,True,Moving Violation
320271,32.0,black,male,False,True,False,False,True,Moving Violation
320272,42.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320298,30.0,hispanic,male,False,False,True,False,True,Moving Violation
320311,19.0,black,male,False,False,True,True,True,Moving Violation
320317,60.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320330,24.0,black,male,True,False,False,False,True,Moving Violation
320378,25.0,hispanic,male,False,False,True,True,True,Moving Violation
320401,33.0,asian/pacific islander,female,False,True,False,False,True,Moving Violation
320419,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320434,21.0,black,male,False,False,True,False,True,Moving Violation
320436,32.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320438,38.0,white,male,False,False,False,True,True,Moving Violation
320472,20.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320479,57.0,black,male,False,True,False,False,True,Moving Violation
320506,39.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320508,36.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320517,37.0,hispanic,male,False,True,False,False,True,Moving Violation
320518,23.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320526,30.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320532,31.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320541,38.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320546,48.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320572,23.0,black,male,False,True,False,False,True,Moving Violation
320576,38.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320616,30.0,hispanic,male,False,False,False,False,True,Moving Violation
320648,26.0,other,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320671,22.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320672,23.0,black,male,False,False,True,False,True,Moving Violation
320673,65.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320678,20.0,black,female,False,True,False,True,True,Moving Violation
320679,25.0,black,male,False,True,False,False,True,Moving Violation
320681,44.0,black,male,False,True,False,False,True,Moving Violation
320694,24.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320735,45.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320808,23.0,black,male,False,False,False,False,True,Moving Violation
320810,58.0,white,male,False,True,False,False,True,Moving Violation
320811,28.0,white,female,True,False,False,False,True,Moving Violation
320814,58.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320851,23.0,white,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
320871,56.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320873,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
320875,26.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
320905,36.0,white,female,False,True,False,False,True,Moving Violation
320971,29.0,hispanic,male,False,True,False,False,True,Moving Violation
320979,32.0,hispanic,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321020,32.0,hispanic,male,False,True,False,False,True,Moving Violation
321079,22.0,white,male,False,True,False,False,True,Moving Violation
321090,58.0,hispanic,male,False,True,False,False,True,Moving Violation
321137,26.0,hispanic,male,False,True,False,False,True,Moving Violation
321157,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321205,24.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321219,45.0,white,female,False,True,False,True,True,Moving Violation
321237,30.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321259,25.0,asian/pacific islander,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321284,35.0,hispanic,male,False,False,True,False,True,Moving Violation
321289,19.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321301,31.0,black,male,False,False,True,False,True,Moving Violation
321310,42.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321311,43.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321346,19.0,white,female,True,False,False,True,True,Moving Violation
321348,31.0,asian/pacific islander,male,True,False,False,True,True,Moving Violation
321350,32.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321382,20.0,black,male,False,True,False,False,True,Moving Violation
321412,54.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321462,22.0,white,male,False,True,False,False,True,Moving Violation
321497,42.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
321503,62.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321533,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321550,28.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
321552,31.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321567,27.0,hispanic,male,False,False,False,False,True,Moving Violation
321580,22.0,black,female,False,False,False,False,True,Moving Violation
321583,24.0,hispanic,male,False,False,True,False,True,Moving Violation
321585,38.0,hispanic,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321623,21.0,white,male,False,False,False,False,True,Traffic Collision
321638,21.0,asian/pacific islander,male,True,False,False,False,True,Moving Violation
321639,23.0,asian/pacific islander,male,True,False,False,False,True,Moving Violation
321640,21.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
321641,23.0,other,male,False,True,False,False,True,Moving Violation
321653,28.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321676,28.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321690,41.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321702,32.0,hispanic,male,False,False,True,True,True,Moving Violation
321713,34.0,other,male,False,False,False,False,True,Moving Violation
321727,30.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321732,30.0,asian/pacific islander,female,False,False,True,True,True,Moving Violation
321738,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321741,31.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321745,28.0,white,female,False,True,False,False,True,Moving Violation
321746,30.0,white,male,True,False,False,False,True,Moving Violation
321768,32.0,hispanic,male,True,False,False,True,True,Moving Violation
321778,25.0,hispanic,male,False,False,False,False,True,Moving Violation
321789,23.0,white,female,True,False,False,True,True,Moving Violation
321793,24.0,black,male,False,True,False,False,True,Moving Violation
321801,23.0,black,male,False,False,False,False,True,Moving Violation
321802,44.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321804,58.0,black,male,False,False,False,False,True,Moving Violation
321809,35.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321816,41.0,black,male,False,False,False,False,True,Moving Violation
321819,46.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321826,25.0,hispanic,male,False,False,False,False,True,Moving Violation
321841,19.0,hispanic,male,False,True,False,False,True,Moving Violation
321864,48.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321868,48.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321882,38.0,white,male,True,False,False,False,True,DUI Check
321918,25.0,asian/pacific islander,male,False,False,False,False,True,Moving Violation
321919,19.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321922,58.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321927,18.0,asian/pacific islander,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321931,25.0,hispanic,male,False,False,False,False,True,Moving Violation
321936,28.0,black,male,False,True,False,False,True,Moving Violation
321943,21.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321952,23.0,black,male,False,True,False,False,True,Moving Violation
321960,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321961,28.0,other,male,False,True,False,True,True,Moving Violation
321978,18.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
321982,51.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
321995,26.0,hispanic,male,False,False,False,False,True,Moving Violation
322027,31.0,white,male,False,False,True,False,True,Moving Violation
322028,28.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322052,31.0,hispanic,male,False,False,False,False,True,Moving Violation
322063,45.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322073,27.0,hispanic,male,False,False,False,False,True,Moving Violation
322137,28.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322138,28.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
322151,24.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322165,24.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322166,30.0,other,male,False,True,False,True,True,Moving Violation
322177,24.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322182,24.0,hispanic,male,False,True,False,False,True,Moving Violation
322211,48.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322220,24.0,black,male,False,False,True,False,True,Moving Violation
322232,42.0,black,male,False,True,False,False,True,Moving Violation
322235,30.0,white,male,False,False,True,False,True,Moving Violation
322246,19.0,black,female,False,True,False,True,True,Moving Violation
322265,37.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322271,27.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322278,37.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322283,20.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
322308,27.0,hispanic,female,False,False,False,False,True,Moving Violation
322312,23.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322325,34.0,hispanic,male,False,False,False,False,True,Moving Violation
322335,26.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322340,39.0,black,male,False,True,False,False,True,Moving Violation
322341,32.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322361,44.0,hispanic,male,False,True,False,False,True,Moving Violation
322364,74.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322371,19.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322379,23.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322384,43.0,black,male,False,False,True,False,True,Moving Violation
322412,20.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322422,22.0,hispanic,male,False,True,False,False,True,Moving Violation
322450,25.0,other,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
322453,25.0,hispanic,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
322457,27.0,white,male,False,True,False,False,True,Moving Violation
322474,26.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322481,39.0,hispanic,male,False,True,False,False,True,Moving Violation
322525,28.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322536,69.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322565,35.0,hispanic,male,False,False,True,True,True,Moving Violation
322582,21.0,black,female,False,False,False,False,True,Moving Violation
322613,30.0,black,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322623,39.0,white,male,False,False,False,False,True,Moving Violation
322624,50.0,white,male,False,True,False,False,True,Moving Violation
322625,28.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322645,35.0,black,male,False,True,False,False,True,Moving Violation
322646,32.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322660,20.0,black,male,False,False,False,False,True,Moving Violation
322690,37.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322709,33.0,white,male,True,False,False,False,True,Moving Violation
322717,20.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322733,21.0,hispanic,female,False,False,True,True,True,Moving Violation
322739,20.0,other,male,True,False,False,True,True,Moving Violation
322774,28.0,white,female,False,True,False,False,True,Moving Violation
322796,31.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322803,32.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322806,25.0,white,male,False,True,False,False,True,Moving Violation
322829,56.0,white,male,False,False,True,False,True,MPC Violation
322840,30.0,white,female,False,False,True,False,True,MPC Violation
322852,35.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322875,48.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322889,33.0,black,female,False,False,True,False,True,Moving Violation
322928,32.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
322956,40.0,black,male,True,False,False,False,True,Moving Violation
322974,22.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323001,18.0,hispanic,male,False,False,False,False,True,Moving Violation
323015,22.0,hispanic,male,False,False,False,False,True,Moving Violation
323021,49.0,black,female,True,False,False,False,True,DUI Check
323023,31.0,white,female,False,False,False,False,True,Moving Violation
323031,42.0,hispanic,male,False,False,False,False,True,Moving Violation
323035,22.0,hispanic,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323041,28.0,white,male,False,True,False,True,True,Moving Violation
323054,47.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323058,26.0,white,female,False,False,False,False,True,Moving Violation
323062,31.0,black,male,False,False,True,False,True,Moving Violation
323076,25.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
323083,33.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323102,31.0,white,male,True,False,False,True,True,Moving Violation
323127,24.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323147,37.0,black,male,True,False,False,False,True,Moving Violation
323149,24.0,black,male,False,True,False,False,True,Moving Violation
323153,28.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323158,37.0,black,male,False,True,False,True,True,Mechanical or Non-Moving Violation (V.C.)
323162,32.0,black,male,False,True,False,False,True,Moving Violation
323168,42.0,black,male,False,False,True,False,True,Moving Violation
323169,21.0,white,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
323178,38.0,other,male,False,False,False,False,True,Moving Violation
323205,25.0,white,male,False,True,False,False,True,Moving Violation
323223,52.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323272,42.0,white,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323346,31.0,black,male,False,True,False,False,True,Moving Violation
323396,42.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323408,22.0,black,female,False,True,False,False,True,Moving Violation
323449,59.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323490,25.0,black,male,True,False,False,True,True,Moving Violation
323507,35.0,black,male,False,False,False,False,True,Moving Violation
323522,54.0,hispanic,male,False,False,False,False,True,Moving Violation
323568,36.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323583,37.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323623,26.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323683,55.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323691,40.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323715,28.0,black,male,False,True,False,False,True,Moving Violation
323750,35.0,white,male,False,False,True,False,True,Moving Violation
323755,22.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
323771,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323780,43.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323792,29.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323812,39.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323857,23.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323874,61.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323876,28.0,hispanic,female,False,False,True,True,True,Moving Violation
323881,29.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323914,18.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
323960,40.0,hispanic,male,False,False,True,False,True,Moving Violation
323968,30.0,white,male,False,True,False,False,True,Moving Violation
323971,26.0,white,male,False,True,False,True,True,Moving Violation
323989,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
323997,18.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324000,54.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324047,23.0,black,female,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
324051,40.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324058,37.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324061,36.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324062,37.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324071,25.0,hispanic,male,False,False,False,False,True,DUI Check
324072,34.0,white,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324076,45.0,other,male,False,False,False,False,True,DUI Check
324083,30.0,white,male,False,False,False,False,True,DUI Check
324094,29.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324100,49.0,hispanic,male,False,False,False,False,True,DUI Check
324125,25.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324127,30.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324130,38.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324162,29.0,other,male,False,True,False,True,True,Moving Violation
324163,36.0,hispanic,male,False,True,False,False,True,Moving Violation
324164,49.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324166,37.0,white,male,False,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
324179,61.0,white,male,True,False,False,True,True,Mechanical or Non-Moving Violation (V.C.)
324192,27.0,hispanic,male,False,True,False,False,True,Moving Violation
324227,49.0,white,female,False,True,False,False,True,Moving Violation
324242,35.0,black,male,False,False,True,False,True,Moving Violation
324247,21.0,hispanic,male,False,True,False,False,True,Moving Violation
324292,23.0,white,male,False,False,True,False,True,Moving Violation
324315,19.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324316,20.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324323,36.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324327,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324329,51.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324348,24.0,black,female,False,False,True,False,True,Moving Violation
324426,28.0,black,female,False,True,False,False,True,Moving Violation
324435,44.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324496,22.0,black,female,False,True,False,False,True,Moving Violation
324499,30.0,white,male,False,False,True,False,True,Moving Violation
324502,32.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324503,33.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324518,21.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324524,50.0,black,male,False,False,False,False,True,Moving Violation
324534,29.0,other,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
324540,32.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
